model,system,scenario,regime,strategy,N,metric,unit,higher_is_better,scope,slice_kind,slice,expected_outcomes,known_outcomes,missing_outcomes,expected_items,known_items,complete_items,full_mean,known_subset_item_weighted_mean,known_component_subset_item_weighted_mean,expected_components,known_components,missing_components,min_repeats_per_item,max_repeats_per_item,repeat_blocks,repeat_block_items_match,descriptive_repeat_sd
deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,1,duplicate_action_attempts,count,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,all,all,13,13,0,13,13,13,0.1282051282051282,0.1282051282051282,0.1282051282051282,39,39,0,1,1,1,True,
deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,1,duplicate_action_attempts,count,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,family,evidence_audit,13,13,0,13,13,13,0.1282051282051282,0.1282051282051282,0.1282051282051282,39,39,0,1,1,1,True,
deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,1,evidence_acc,fraction,True,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,all,all,13,13,0,13,13,13,0.6395173453996983,0.6395173453996983,0.6395173453996983,39,39,0,1,1,1,True,
deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,1,evidence_acc,fraction,True,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,family,evidence_audit,13,13,0,13,13,13,0.6395173453996983,0.6395173453996983,0.6395173453996983,39,39,0,1,1,1,True,
deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,1,feedback_attempts,count,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,all,all,13,13,0,13,13,13,23.12820512820513,23.12820512820513,23.12820512820513,39,39,0,1,1,1,True,
deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,1,feedback_attempts,count,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,family,evidence_audit,13,13,0,13,13,13,23.12820512820513,23.12820512820513,23.12820512820513,39,39,0,1,1,1,True,
deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,1,feedback_cost_seconds,seconds,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,all,all,13,13,0,13,13,13,6914.979494934997,6914.979494934997,6914.979494934997,39,39,0,1,1,1,True,
deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,1,feedback_cost_seconds,seconds,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,family,evidence_audit,13,13,0,13,13,13,6914.979494934997,6914.979494934997,6914.979494934997,39,39,0,1,1,1,True,
deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,1,feedback_visible,count,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,all,all,13,13,0,13,13,13,23.12820512820513,23.12820512820513,23.12820512820513,39,39,0,1,1,1,True,
deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,1,feedback_visible,count,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,family,evidence_audit,13,13,0,13,13,13,23.12820512820513,23.12820512820513,23.12820512820513,39,39,0,1,1,1,True,
deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,1,input_tokens,tokens,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,all,all,13,13,0,13,13,13,366150.87179487175,366150.87179487175,366150.87179487175,39,39,0,1,1,1,True,
deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,1,input_tokens,tokens,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,family,evidence_audit,13,13,0,13,13,13,366150.87179487175,366150.87179487175,366150.87179487175,39,39,0,1,1,1,True,
deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,1,label_acc,fraction,True,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,all,all,13,13,0,13,13,13,0.6681749622926093,0.6681749622926093,0.6681749622926093,39,39,0,1,1,1,True,
deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,1,label_acc,fraction,True,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,family,evidence_audit,13,13,0,13,13,13,0.6681749622926093,0.6681749622926093,0.6681749622926093,39,39,0,1,1,1,True,
deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,1,output_tokens,tokens,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,all,all,13,13,0,13,13,13,21262.4358974359,21262.4358974359,21262.4358974359,39,39,0,1,1,1,True,
deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,1,output_tokens,tokens,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,family,evidence_audit,13,13,0,13,13,13,21262.4358974359,21262.4358974359,21262.4358974359,39,39,0,1,1,1,True,
