slot_id,model,system,scenario,regime,strategy,item,outer_repeat,order,seed,family,execution_complete,score_complete,metrics_json,provider_cohort,cohort_id
d7516c8b7b723cb235036566,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:0,0,0,2200,evidence_audit,True,True,"{""evidence_acc"": 0.7058823529411765, ""label_acc"": 1.0}",historical_other,deepseek_original
1f5ad7f5766bd28b4d63617d,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:0,0,1,2201,evidence_audit,True,True,"{""evidence_acc"": 0.35294117647058826, ""label_acc"": 0.7647058823529411}",historical_other,deepseek_original
4bc6433807e7a491ec0881a9,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:0,0,2,2202,evidence_audit,True,True,"{""evidence_acc"": 0.5882352941176471, ""label_acc"": 1.0}",historical_other,deepseek_original
19193789061d527701784c53,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:1,0,0,2200,evidence_audit,True,True,"{""evidence_acc"": 1.0, ""label_acc"": 0.9411764705882353}",historical_other,deepseek_original
3f42c6d29761ee5375eeac72,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:1,0,1,2201,evidence_audit,True,True,"{""evidence_acc"": 0.0, ""label_acc"": 0.0}",historical_other,deepseek_original
3d5665bd363c2d70c0ff2a76,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:1,0,2,2202,evidence_audit,True,True,"{""evidence_acc"": 0.0, ""label_acc"": 0.0}",historical_other,deepseek_original
97ee48f6181ec0fd1a3f860d,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:10,0,0,2200,evidence_audit,True,True,"{""evidence_acc"": 0.5882352941176471, ""label_acc"": 0.8235294117647058}",historical_other,deepseek_original
34c8519d9ac7e26afa899a9e,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:10,0,1,2201,evidence_audit,True,True,"{""evidence_acc"": 0.7647058823529411, ""label_acc"": 0.9411764705882353}",historical_other,deepseek_original
3acf599ce8059fb8cc4badfc,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:10,0,2,2202,evidence_audit,True,True,"{""evidence_acc"": 0.0, ""label_acc"": 0.0}",historical_other,deepseek_original
16661a382899189771e7624b,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:11,0,0,2200,evidence_audit,True,True,"{""evidence_acc"": 0.6470588235294118, ""label_acc"": 0.7647058823529411}",historical_other,deepseek_original
92e65d20d48627574b9fc1a4,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:11,0,1,2201,evidence_audit,True,True,"{""evidence_acc"": 0.0, ""label_acc"": 0.0}",historical_other,deepseek_original
9d63dd75dce6fee2b76604f3,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:11,0,2,2202,evidence_audit,True,True,"{""evidence_acc"": 0.0, ""label_acc"": 0.0}",historical_other,deepseek_original
7e17f4ab23f22c65b0b987d8,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:12,0,0,2200,evidence_audit,True,True,"{""evidence_acc"": 1.0, ""label_acc"": 1.0}",historical_other,deepseek_original
67157c72625359b71d653c9c,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:12,0,1,2201,evidence_audit,True,True,"{""evidence_acc"": 0.9411764705882353, ""label_acc"": 0.9411764705882353}",historical_other,deepseek_original
730cc42d769eb84a8c01f776,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:12,0,2,2202,evidence_audit,True,True,"{""evidence_acc"": 0.0, ""label_acc"": 0.0}",historical_other,deepseek_original
e7adf01cd8cebd93935274af,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:2,0,0,2200,evidence_audit,True,True,"{""evidence_acc"": 1.0, ""label_acc"": 1.0}",historical_other,deepseek_original
7e6507ffbc87bbb214732f5e,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:2,0,1,2201,evidence_audit,True,True,"{""evidence_acc"": 0.0, ""label_acc"": 0.0}",historical_other,deepseek_original
d3373a7f2a58802e9166fdf1,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:2,0,2,2202,evidence_audit,True,True,"{""evidence_acc"": 1.0, ""label_acc"": 0.9411764705882353}",historical_other,deepseek_original
2ffc40e9fd1b73f2841e5acf,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:3,0,0,2200,evidence_audit,True,True,"{""evidence_acc"": 1.0, ""label_acc"": 0.9411764705882353}",historical_other,deepseek_original
13801e8fc8d8f749cabd2a65,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:3,0,1,2201,evidence_audit,True,True,"{""evidence_acc"": 1.0, ""label_acc"": 0.9411764705882353}",historical_other,deepseek_original
ffcb699add103836ea12a816,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:3,0,2,2202,evidence_audit,True,True,"{""evidence_acc"": 0.0, ""label_acc"": 0.0}",historical_other,deepseek_original
f8b93f936dc35914d4fd0577,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:4,0,0,2200,evidence_audit,True,True,"{""evidence_acc"": 0.0, ""label_acc"": 0.0}",historical_other,deepseek_original
05de8e772e53af8f9f1a40d6,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:4,0,1,2201,evidence_audit,True,True,"{""evidence_acc"": 0.6470588235294118, ""label_acc"": 0.8823529411764706}",historical_other,deepseek_original
4af6a2e4232e9d3ec61ae989,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:4,0,2,2202,evidence_audit,True,True,"{""evidence_acc"": 1.0, ""label_acc"": 1.0}",historical_other,deepseek_original
5a9508756bb11b6f0edb7c6c,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:5,0,0,2200,evidence_audit,True,True,"{""evidence_acc"": 1.0, ""label_acc"": 0.8823529411764706}",historical_other,deepseek_original
5a1e62993e145d5a47809487,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:5,0,1,2201,evidence_audit,True,True,"{""evidence_acc"": 0.8823529411764706, ""label_acc"": 0.8235294117647058}",historical_other,deepseek_original
1c9b1e6e57bb2810e4289647,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:5,0,2,2202,evidence_audit,True,True,"{""evidence_acc"": 1.0, ""label_acc"": 0.8823529411764706}",historical_other,deepseek_original
f73094974758bb6de4836362,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:6,0,0,2200,evidence_audit,True,True,"{""evidence_acc"": 1.0, ""label_acc"": 1.0}",historical_other,deepseek_original
63f323b7dd8e500d39134cb3,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:6,0,1,2201,evidence_audit,True,True,"{""evidence_acc"": 0.0, ""label_acc"": 0.0}",historical_other,deepseek_original
c78ae04e231c8b522439dcd2,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:6,0,2,2202,evidence_audit,True,True,"{""evidence_acc"": 1.0, ""label_acc"": 1.0}",historical_other,deepseek_original
93aa3fc23dedc57618a70392,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:7,0,0,2200,evidence_audit,True,True,"{""evidence_acc"": 0.0, ""label_acc"": 0.0}",historical_other,deepseek_original
a50c7f478b98947f3e26ab5c,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:7,0,1,2201,evidence_audit,True,True,"{""evidence_acc"": 1.0, ""label_acc"": 0.9411764705882353}",historical_other,deepseek_original
13d661ba6d4943df2bffbcae,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:7,0,2,2202,evidence_audit,True,True,"{""evidence_acc"": 1.0, ""label_acc"": 1.0}",historical_other,deepseek_original
7135de92beef6bd20c7ee1f6,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:8,0,0,2200,evidence_audit,True,True,"{""evidence_acc"": 1.0, ""label_acc"": 1.0}",historical_other,deepseek_original
960ead1ec1ad7385a403f031,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:8,0,1,2201,evidence_audit,True,True,"{""evidence_acc"": 1.0, ""label_acc"": 1.0}",historical_other,deepseek_original
b6308e69838ae6d45da45b4d,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:8,0,2,2202,evidence_audit,True,True,"{""evidence_acc"": 1.0, ""label_acc"": 1.0}",historical_other,deepseek_original
19817686cb8d6cd6df2460ad,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:9,0,0,2200,evidence_audit,True,True,"{""evidence_acc"": 1.0, ""label_acc"": 0.8823529411764706}",historical_other,deepseek_original
ed01f48bff576375491f2510,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:9,0,1,2201,evidence_audit,True,True,"{""evidence_acc"": 1.0, ""label_acc"": 0.8823529411764706}",historical_other,deepseek_original
a3bcb8a213723c5491f29d1a,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:9,0,2,2202,evidence_audit,True,True,"{""evidence_acc"": 0.8235294117647058, ""label_acc"": 0.8823529411764706}",historical_other,deepseek_original
40fe5f998bc9f920d9ee4984,deepseek-v4-flash-0731,expgym,evidence_audit,cost_moderate,single,cc-large:0,0,0,2200,evidence_audit,True,True,"{""evidence_acc"": 0.35294117647058826, ""label_acc"": 0.8235294117647058}",historical_other,deepseek_original
37a3f9b576b3303bceab446e,deepseek-v4-flash-0731,expgym,evidence_audit,cost_moderate,single,cc-large:0,0,1,2201,evidence_audit,True,True,"{""evidence_acc"": 0.35294117647058826, ""label_acc"": 0.8823529411764706}",historical_other,deepseek_original
4c54bf5afc0435dcc4e156de,deepseek-v4-flash-0731,expgym,evidence_audit,cost_moderate,single,cc-large:0,0,2,2202,evidence_audit,True,True,"{""evidence_acc"": 0.5294117647058824, ""label_acc"": 0.9411764705882353}",historical_other,deepseek_original
798f706f793bd1feb91dac94,deepseek-v4-flash-0731,expgym,evidence_audit,cost_moderate,single,cc-large:1,0,0,2200,evidence_audit,True,True,"{""evidence_acc"": 0.0, ""label_acc"": 0.0}",historical_other,deepseek_original
7a0b19a4262e5d401c3b1388,deepseek-v4-flash-0731,expgym,evidence_audit,cost_moderate,single,cc-large:1,0,1,2201,evidence_audit,True,True,"{""evidence_acc"": 0.7058823529411765, ""label_acc"": 0.9411764705882353}",historical_other,deepseek_original
533fa27fa6358553c9c0da85,deepseek-v4-flash-0731,expgym,evidence_audit,cost_moderate,single,cc-large:1,0,2,2202,evidence_audit,True,True,"{""evidence_acc"": 0.7058823529411765, ""label_acc"": 0.8823529411764706}",historical_other,deepseek_original
62baee4713820519f6a7aee3,deepseek-v4-flash-0731,expgym,evidence_audit,cost_moderate,single,cc-large:10,0,0,2200,evidence_audit,True,True,"{""evidence_acc"": 0.35294117647058826, ""label_acc"": 0.7647058823529411}",historical_other,deepseek_original
81da13a5b300364f0413f81a,deepseek-v4-flash-0731,expgym,evidence_audit,cost_moderate,single,cc-large:10,0,1,2201,evidence_audit,True,True,"{""evidence_acc"": 0.35294117647058826, ""label_acc"": 0.8235294117647058}",historical_other,deepseek_original
c73c16ad35a3dcda900b5a7a,deepseek-v4-flash-0731,expgym,evidence_audit,cost_moderate,single,cc-large:10,0,2,2202,evidence_audit,True,True,"{""evidence_acc"": 0.0, ""label_acc"": 0.0}",historical_other,deepseek_original
fdada0251594f81ebcf7194e,deepseek-v4-flash-0731,expgym,evidence_audit,cost_moderate,single,cc-large:11,0,0,2200,evidence_audit,True,True,"{""evidence_acc"": 0.6470588235294118, ""label_acc"": 0.9411764705882353}",historical_other,deepseek_original
b4150cdad91242cd74726405,deepseek-v4-flash-0731,expgym,evidence_audit,cost_moderate,single,cc-large:11,0,1,2201,evidence_audit,True,True,"{""evidence_acc"": 0.4117647058823529, ""label_acc"": 0.8235294117647058}",historical_other,deepseek_original
d7423df8205ac2a83165012b,deepseek-v4-flash-0731,expgym,evidence_audit,cost_moderate,single,cc-large:11,0,2,2202,evidence_audit,True,True,"{""evidence_acc"": 0.4117647058823529, ""label_acc"": 0.8823529411764706}",historical_other,deepseek_original
ef339f2310964d1a565efa71,deepseek-v4-flash-0731,expgym,evidence_audit,cost_moderate,single,cc-large:12,0,0,2200,evidence_audit,True,True,"{""evidence_acc"": 0.5294117647058824, ""label_acc"": 0.8823529411764706}",historical_other,deepseek_original
917d6a198cbab33c4e6c402d,deepseek-v4-flash-0731,expgym,evidence_audit,cost_moderate,single,cc-large:12,0,1,2201,evidence_audit,True,True,"{""evidence_acc"": 0.6470588235294118, ""label_acc"": 0.8823529411764706}",historical_other,deepseek_original
8766ed4b78b2c7bde70661b4,deepseek-v4-flash-0731,expgym,evidence_audit,cost_moderate,single,cc-large:12,0,2,2202,evidence_audit,True,True,"{""evidence_acc"": 0.6470588235294118, ""label_acc"": 0.8823529411764706}",historical_other,deepseek_original
f50196fc13713fd8a61e0f74,deepseek-v4-flash-0731,expgym,evidence_audit,cost_moderate,single,cc-large:2,0,0,2200,evidence_audit,True,True,"{""evidence_acc"": 0.8235294117647058, ""label_acc"": 0.8235294117647058}",historical_other,deepseek_original
050fbe998212b970817c5265,deepseek-v4-flash-0731,expgym,evidence_audit,cost_moderate,single,cc-large:2,0,1,2201,evidence_audit,True,True,"{""evidence_acc"": 0.0, ""label_acc"": 0.0}",historical_other,deepseek_original
8b1506bf6e9e05919a8e7a6f,deepseek-v4-flash-0731,expgym,evidence_audit,cost_moderate,single,cc-large:2,0,2,2202,evidence_audit,True,True,"{""evidence_acc"": 0.8235294117647058, ""label_acc"": 0.7647058823529411}",historical_other,deepseek_original
74e7834a5a8f7abfcefc8180,deepseek-v4-flash-0731,expgym,evidence_audit,cost_moderate,single,cc-large:3,0,0,2200,evidence_audit,True,True,"{""evidence_acc"": 0.8823529411764706, ""label_acc"": 0.8235294117647058}",historical_other,deepseek_original
7a63aac26271026be08489f5,deepseek-v4-flash-0731,expgym,evidence_audit,cost_moderate,single,cc-large:3,0,1,2201,evidence_audit,True,True,"{""evidence_acc"": 0.8823529411764706, ""label_acc"": 0.8823529411764706}",historical_other,deepseek_original
4c0690a38a31e8ab690e24b4,deepseek-v4-flash-0731,expgym,evidence_audit,cost_moderate,single,cc-large:3,0,2,2202,evidence_audit,True,True,"{""evidence_acc"": 0.7647058823529411, ""label_acc"": 0.8235294117647058}",historical_other,deepseek_original
fc6893c0a9b87371d25f355d,deepseek-v4-flash-0731,expgym,evidence_audit,cost_moderate,single,cc-large:4,0,0,2200,evidence_audit,True,True,"{""evidence_acc"": 0.7647058823529411, ""label_acc"": 0.9411764705882353}",historical_other,deepseek_original
