slot_id,model,system,item,regime,strategy,seed,outer_repeat,cohort_id,selection,trajectory,trajectory_sha256,code_commit,source_tree_sha256,source_root,source_tree_verified,graph_protocol,backend,api_protocol,base_url,temperature,top_p,top_k,reasoning_effort,chat_template_kwargs,max_tokens_config,max_context_tokens,max_steps,max_evals,time_budget,tool_protocol,tuning_final_policy,evaluation_identity_sha256,task_config_sha256,budget_oracle_sha256,table_sha256,decoder_sha256,numpy_version,configspace_version,python_version,numpy_tie_semantics,saved_full_history_estimate_max,prefix_collision_groups,ambiguous_path_messages,same_name_selfloop_messages,planned_action,planned_reason
64a9ab9d9b97029011fb6b74,gemini-3.8-flash-medium,poolact,hpobench:nasbench101:A,cost_moderate,cached,2200,0,gemini_snapshot,retained_frozen,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/poolact/64a9ab9d9b97029011fb6b74.json,950100662033dba4d8b55e27ed581d0d9faeaf804cbe23fc22215e08b19a7f9b,,8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_gemini_schema_20260911,True,paper-graph-lock-v3,sub2api,gemini,private-endpoint-sha256:c2d8344fbd4f3281c24aeaac33b54da681d09abed89cd9211eb6bfb40582c86d,1.0,1.0,,medium,null,32768,131072,30,30,49441.52099609375,native,legacy,af2ad462279817825862dab98dec3a3e312c4714caafdce3d9557772898cd054,fdbf6640aeb5a699bf1e512e3c3cfdf1d24d44d98ab3a03b2986d24c992cc36f,f6a38069eb6d376a045562e8a17e67e600150c7a7b0ee994e46837679fcdb69e,09271ca32f545aac7718be80a0109f79c6244e7853d2f8989aed3b614c590178,f8633c9744f58a3b87b704ac21e6063c667da84085dea3f3aea39689b14a2bbc,2.4.6,1.2.1,3.11.15,"{""numpy_21_way_default_argsort_tie_order"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20]}",46659,0,0,0,rerun,paired control migration from Sub2 Gemini to fixed OpenRouter provider
5e5a902a94dc4d8b880e190f,gemini-3.8-flash-medium,poolact,hpobench:nasbench101:A,cost_moderate,cached,2204,1,gemini_snapshot,retained_frozen,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/poolact/5e5a902a94dc4d8b880e190f.json,7b622c01522c4cfc495ccd5f0defc34fe66ce4488a678194981abcbcde9df457,,8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_gemini_schema_20260911,True,paper-graph-lock-v3,sub2api,gemini,private-endpoint-sha256:c2d8344fbd4f3281c24aeaac33b54da681d09abed89cd9211eb6bfb40582c86d,1.0,1.0,,medium,null,32768,131072,30,30,49441.52099609375,native,legacy,af2ad462279817825862dab98dec3a3e312c4714caafdce3d9557772898cd054,fdbf6640aeb5a699bf1e512e3c3cfdf1d24d44d98ab3a03b2986d24c992cc36f,f6a38069eb6d376a045562e8a17e67e600150c7a7b0ee994e46837679fcdb69e,09271ca32f545aac7718be80a0109f79c6244e7853d2f8989aed3b614c590178,f8633c9744f58a3b87b704ac21e6063c667da84085dea3f3aea39689b14a2bbc,2.4.6,1.2.1,3.11.15,"{""numpy_21_way_default_argsort_tie_order"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20]}",33941,0,0,0,rerun,paired control migration from Sub2 Gemini to fixed OpenRouter provider
50b6fc6a1762af007389b115,gemini-3.8-flash-medium,poolact,hpobench:nasbench101:A,cost_moderate,cached,2208,2,gemini_snapshot,retained_frozen,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/poolact/50b6fc6a1762af007389b115.json,bc6d890a3e0df4300baf3a401770b7be28c4ab87a6aefe5d5a920e01ab95102d,,8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_gemini_schema_20260911,True,paper-graph-lock-v3,sub2api,gemini,private-endpoint-sha256:c2d8344fbd4f3281c24aeaac33b54da681d09abed89cd9211eb6bfb40582c86d,1.0,1.0,,medium,null,32768,131072,30,30,49441.52099609375,native,legacy,af2ad462279817825862dab98dec3a3e312c4714caafdce3d9557772898cd054,fdbf6640aeb5a699bf1e512e3c3cfdf1d24d44d98ab3a03b2986d24c992cc36f,f6a38069eb6d376a045562e8a17e67e600150c7a7b0ee994e46837679fcdb69e,09271ca32f545aac7718be80a0109f79c6244e7853d2f8989aed3b614c590178,f8633c9744f58a3b87b704ac21e6063c667da84085dea3f3aea39689b14a2bbc,2.4.6,1.2.1,3.11.15,"{""numpy_21_way_default_argsort_tie_order"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20]}",53636,0,0,0,rerun,paired control migration from Sub2 Gemini to fixed OpenRouter provider
b40fd65aa4cf8e855f76d674,gemini-3.8-flash-medium,poolact,hpobench:nasbench101:B,cost_moderate,cached,2200,0,gemini_snapshot,retained_frozen,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/poolact/b40fd65aa4cf8e855f76d674.json,bdcaae23e8a6669bba3bdeac72e786183ee526dcfc225bb6979bd6b0c0c58424,,8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_gemini_schema_20260911,True,paper-graph-lock-v3,sub2api,gemini,private-endpoint-sha256:c2d8344fbd4f3281c24aeaac33b54da681d09abed89cd9211eb6bfb40582c86d,1.0,1.0,,medium,null,32768,131072,30,30,103025.6103515625,native,legacy,a23780bc772e4fef689ef5dabd96e516a79dc7cf15335f9c27e67a97b3e1a6b0,fdbf6640aeb5a699bf1e512e3c3cfdf1d24d44d98ab3a03b2986d24c992cc36f,f6a38069eb6d376a045562e8a17e67e600150c7a7b0ee994e46837679fcdb69e,09271ca32f545aac7718be80a0109f79c6244e7853d2f8989aed3b614c590178,f8633c9744f58a3b87b704ac21e6063c667da84085dea3f3aea39689b14a2bbc,2.4.6,1.2.1,3.11.15,"{""numpy_21_way_default_argsort_tie_order"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20]}",23046,0,0,0,rerun,paired control migration from Sub2 Gemini to fixed OpenRouter provider
f965f886e9395bcc0dc54364,gemini-3.8-flash-medium,poolact,hpobench:nasbench101:B,cost_moderate,cached,2204,1,gemini_snapshot,retained_frozen,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/poolact/f965f886e9395bcc0dc54364.json,2f4480fa46f097461de3660e4d7f88b40f9dd3b34f12236ae20031343016bfbd,,8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_gemini_schema_20260911,True,paper-graph-lock-v3,sub2api,gemini,private-endpoint-sha256:c2d8344fbd4f3281c24aeaac33b54da681d09abed89cd9211eb6bfb40582c86d,1.0,1.0,,medium,null,32768,131072,30,30,103025.6103515625,native,legacy,a23780bc772e4fef689ef5dabd96e516a79dc7cf15335f9c27e67a97b3e1a6b0,fdbf6640aeb5a699bf1e512e3c3cfdf1d24d44d98ab3a03b2986d24c992cc36f,f6a38069eb6d376a045562e8a17e67e600150c7a7b0ee994e46837679fcdb69e,09271ca32f545aac7718be80a0109f79c6244e7853d2f8989aed3b614c590178,f8633c9744f58a3b87b704ac21e6063c667da84085dea3f3aea39689b14a2bbc,2.4.6,1.2.1,3.11.15,"{""numpy_21_way_default_argsort_tie_order"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20]}",41528,0,0,0,rerun,paired control migration from Sub2 Gemini to fixed OpenRouter provider
7aa19a01271226153548860c,gemini-3.8-flash-medium,poolact,hpobench:nasbench101:C,cost_moderate,cached,2200,0,gemini_snapshot,retained_frozen,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/poolact/7aa19a01271226153548860c.json,8f9820f07ea203f08498bcfb918536cec941d7e1dee590beeba9e7dd64785ad4,,8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_gemini_schema_20260911,True,paper-graph-lock-v3,sub2api,gemini,private-endpoint-sha256:c2d8344fbd4f3281c24aeaac33b54da681d09abed89cd9211eb6bfb40582c86d,1.0,1.0,,medium,null,32768,131072,30,30,112038.63037109375,native,legacy,ce5c808c161b3920523f174ee5efc3e84ab834843758a003f1e4c66245dc5f74,fdbf6640aeb5a699bf1e512e3c3cfdf1d24d44d98ab3a03b2986d24c992cc36f,f6a38069eb6d376a045562e8a17e67e600150c7a7b0ee994e46837679fcdb69e,09271ca32f545aac7718be80a0109f79c6244e7853d2f8989aed3b614c590178,f8633c9744f58a3b87b704ac21e6063c667da84085dea3f3aea39689b14a2bbc,2.4.6,1.2.1,3.11.15,"{""numpy_21_way_default_argsort_tie_order"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20]}",55996,0,0,0,rerun,paired control migration from Sub2 Gemini to fixed OpenRouter provider
7c4b6bb9606f431d246535ad,gemini-3.8-flash-medium,poolact,hpobench:nasbench101:C,cost_moderate,cached,2204,1,gemini_snapshot,retained_frozen,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/poolact/7c4b6bb9606f431d246535ad.json,1ee9ef6ba727c84e96d76ffce2a5752769348d89837ba6fce36454da973250c8,,8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_gemini_schema_20260911,True,paper-graph-lock-v3,sub2api,gemini,private-endpoint-sha256:c2d8344fbd4f3281c24aeaac33b54da681d09abed89cd9211eb6bfb40582c86d,1.0,1.0,,medium,null,32768,131072,30,30,112038.63037109375,native,legacy,ce5c808c161b3920523f174ee5efc3e84ab834843758a003f1e4c66245dc5f74,fdbf6640aeb5a699bf1e512e3c3cfdf1d24d44d98ab3a03b2986d24c992cc36f,f6a38069eb6d376a045562e8a17e67e600150c7a7b0ee994e46837679fcdb69e,09271ca32f545aac7718be80a0109f79c6244e7853d2f8989aed3b614c590178,f8633c9744f58a3b87b704ac21e6063c667da84085dea3f3aea39689b14a2bbc,2.4.6,1.2.1,3.11.15,"{""numpy_21_way_default_argsort_tie_order"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20]}",38172,0,0,0,rerun,paired control migration from Sub2 Gemini to fixed OpenRouter provider
524d5cc2fa9bb05e02f85fbf,gemini-3.8-flash-medium,poolact,hpobench:nasbench101:A,cost_moderate,naive,2200,0,gemini_snapshot,retained_frozen,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/poolact/524d5cc2fa9bb05e02f85fbf.json,6cec5d86a459961e4f1d8c9148b0d8ff6de25268baff6ed322a1b64241ef3638,,8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_gemini_schema_20260911,True,paper-graph-lock-v3,sub2api,gemini,private-endpoint-sha256:c2d8344fbd4f3281c24aeaac33b54da681d09abed89cd9211eb6bfb40582c86d,1.0,1.0,,medium,null,32768,131072,30,30,49441.52099609375,native,legacy,af2ad462279817825862dab98dec3a3e312c4714caafdce3d9557772898cd054,fdbf6640aeb5a699bf1e512e3c3cfdf1d24d44d98ab3a03b2986d24c992cc36f,f6a38069eb6d376a045562e8a17e67e600150c7a7b0ee994e46837679fcdb69e,09271ca32f545aac7718be80a0109f79c6244e7853d2f8989aed3b614c590178,f8633c9744f58a3b87b704ac21e6063c667da84085dea3f3aea39689b14a2bbc,2.4.6,1.2.1,3.11.15,"{""numpy_21_way_default_argsort_tie_order"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20]}",33737,0,0,0,rerun,paired control migration from Sub2 Gemini to fixed OpenRouter provider
6088d50f8e20c4125949969a,gemini-3.8-flash-medium,poolact,hpobench:nasbench101:A,cost_moderate,naive,2204,1,gemini_snapshot,retained_frozen,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/poolact/6088d50f8e20c4125949969a.json,97b13e47451386814ab826751c73af6bca6f4d6160b604a8893b7518d2528bfd,,8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_gemini_schema_20260911,True,paper-graph-lock-v3,sub2api,gemini,private-endpoint-sha256:c2d8344fbd4f3281c24aeaac33b54da681d09abed89cd9211eb6bfb40582c86d,1.0,1.0,,medium,null,32768,131072,30,30,49441.52099609375,native,legacy,af2ad462279817825862dab98dec3a3e312c4714caafdce3d9557772898cd054,fdbf6640aeb5a699bf1e512e3c3cfdf1d24d44d98ab3a03b2986d24c992cc36f,f6a38069eb6d376a045562e8a17e67e600150c7a7b0ee994e46837679fcdb69e,09271ca32f545aac7718be80a0109f79c6244e7853d2f8989aed3b614c590178,f8633c9744f58a3b87b704ac21e6063c667da84085dea3f3aea39689b14a2bbc,2.4.6,1.2.1,3.11.15,"{""numpy_21_way_default_argsort_tie_order"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20]}",34353,0,0,0,rerun,paired control migration from Sub2 Gemini to fixed OpenRouter provider
e2c9f647e77cadf93dbd4dd3,gemini-3.8-flash-medium,poolact,hpobench:nasbench101:A,cost_moderate,naive,2208,2,gemini_snapshot,retained_frozen,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/poolact/e2c9f647e77cadf93dbd4dd3.json,d22069858d4a03f8b5c097bc24507f1db6d84c58b1a962719351c439b36ac821,,8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_gemini_schema_20260911,True,paper-graph-lock-v3,sub2api,gemini,private-endpoint-sha256:c2d8344fbd4f3281c24aeaac33b54da681d09abed89cd9211eb6bfb40582c86d,1.0,1.0,,medium,null,32768,131072,30,30,49441.52099609375,native,legacy,af2ad462279817825862dab98dec3a3e312c4714caafdce3d9557772898cd054,fdbf6640aeb5a699bf1e512e3c3cfdf1d24d44d98ab3a03b2986d24c992cc36f,f6a38069eb6d376a045562e8a17e67e600150c7a7b0ee994e46837679fcdb69e,09271ca32f545aac7718be80a0109f79c6244e7853d2f8989aed3b614c590178,f8633c9744f58a3b87b704ac21e6063c667da84085dea3f3aea39689b14a2bbc,2.4.6,1.2.1,3.11.15,"{""numpy_21_way_default_argsort_tie_order"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20]}",38098,0,0,0,rerun,paired control migration from Sub2 Gemini to fixed OpenRouter provider
