slot_id,agent_id,message_id,message_index,new_accepts,new_answer_sha256,old_accepts,old_answer_sha256,raw_sha256,early_task_payload_valid,final_task_payload_valid,model,scenario,system,strategy,regime,item,canonical_source_relative,canonical_source_sha256,candidate_finish_reason,candidate_forced,candidate_native_tool_calls,candidate_raw_request_id,candidate_dump_sha256,new_runtime_accepts,classification,subsequent_model_calls,subsequent_forced_calls,subsequent_native_tool_call_turns,subsequent_executed_tool_results,subsequent_visible_tool_results,subsequent_withheld_tool_results,subsequent_shared_injections,new_shared_completed_facts,early_final_semantic_equal,changed_audit_hypotheses,actual_final_forced,actual_final_finish_reason
e4a3de7414124ba25ae424c0,2,,22,True,41d202085803ccebbb7af870409597aba0887c4c1f7f1f100c137736a5f05c43,False,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,a869744e7a2caa2026705579e06c25d56554e2700674775c477a18278ff05bd0,True,True,deepseek-v4-flash-0731,evidence_audit,poolact,poolact,cost_moderate,cc-large:0,deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/poolact/e4a3de7414124ba25ae424c0.json,1fc00fb45047fb23670783452e47644b9e51d65ccb1901d04dbf32b02ebd5afa,stop,False,False,958f232ec57b449baa2bf659a493f48d,a984067ad0d9e44860e7a5159d62fb6716f1ea682a9f4c3dec75c1b54bd2b589,True,new_earlier_natural_stop,1,0,0,0,0,0,1,0,True,,False,stop
e4a3de7414124ba25ae424c0,3,,22,True,2b351fcf0113a9122a5cd7ac5b80862e3f66d61a24044bd7b721ecd86e4e0fb9,False,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,4af9d2816c054e1d58057ce204b66e1b5f743edcc9ededa743221eeee581f4ee,True,True,deepseek-v4-flash-0731,evidence_audit,poolact,poolact,cost_moderate,cc-large:0,deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/poolact/e4a3de7414124ba25ae424c0.json,1fc00fb45047fb23670783452e47644b9e51d65ccb1901d04dbf32b02ebd5afa,stop,False,False,157d0f742eb54f7baa1a7706c842cca2,b6a20a45a706d8be54a0019bd63670ad4caa7a04d2eeb7ffa86959dffc845edc,True,new_earlier_natural_stop,1,0,0,0,0,0,1,0,True,,False,stop
aa8511993d6ec60b40bac3d5,1,,22,True,e65473ce4a0f5e8d5d62fe906e22f22fc1aab95746bb03bb17495c62531712be,False,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,cc51f65ba9e4db0adc175bae8ef476b7553a867d2fa931d247bd5bb403a2f1d2,True,True,deepseek-v4-flash-0731,evidence_audit,poolact,poolact,cost_moderate,cc-large:10,deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/poolact/aa8511993d6ec60b40bac3d5.json,ab84266c42291e56e95a058e097a1d03eef03e7194394fafc517dcc541f7f4de,stop,False,False,a10d94217a684cd0bfcee766e8ea1357,499492852381c10a9f6149e483068a7147096af15a1476dc6975078917031ceb,True,new_earlier_natural_stop,1,0,0,0,0,0,1,0,True,,False,stop
aa8511993d6ec60b40bac3d5,2,,22,True,cda5abcba2b28a8dd4ef700267b0debf446578e575f1d61d8a91d0e331f1737c,False,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,df95eae4397b597c90c27fdb7b30d0965b34dd452478a41d7eea7b09af015cd2,True,True,deepseek-v4-flash-0731,evidence_audit,poolact,poolact,cost_moderate,cc-large:10,deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/poolact/aa8511993d6ec60b40bac3d5.json,ab84266c42291e56e95a058e097a1d03eef03e7194394fafc517dcc541f7f4de,stop,False,False,5d0a3a055e5848f7bcde6da66fecc308,27e9b6d765b4039f85e98ebfefc9eac61ace1b90dfce87f7a3be1775aa6848e3,True,new_earlier_natural_stop,1,0,0,0,0,0,1,0,True,,False,stop
b61bf7439794536f53c71d69,0,,22,True,e81a3d9d68802a71af3fc418644d7560de9c459d987e00e9aee509292bd25794,False,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,2081df0a21d589f74a16e4697f1405df8d2ccaf0238fcdea79b153270a0fc49e,True,True,deepseek-v4-flash-0731,evidence_audit,poolact,poolact,cost_moderate,cc-large:11,deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/poolact/b61bf7439794536f53c71d69.json,70785951469b5fb66037b28a80c7e1f25adfe5210539306ed92db5042f7dfda9,stop,False,False,9c6941c21b6b4293b7ef9fc2c126e19d,52a71ca43b7d231c81de9cc44947207c9ed42439d80b86bcc06ac5e0a6a1094c,True,new_earlier_natural_stop,1,0,0,0,0,0,1,0,True,,False,stop
c52650f11387ce2601b652b9,2,,20,True,1ab6d276bda8096ade65237e9321f721b96956044707593172b39c8e05af977b,False,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,393b8dbdab7bbdd2a9f657020e5cb68d5083833e5d9975aa159d841396c892fa,True,True,deepseek-v4-flash-0731,evidence_audit,poolact,poolact,cost_moderate,cc-large:12,deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/poolact/c52650f11387ce2601b652b9.json,c9570e36cbd2d832c80326bd7150937ac3147fdd3ed705190ff3ca22b8f14c95,stop,False,False,fad44b5286064404b8dee63922feb079,08b1cb0d7b0030972bdf4025e4fdd0fe9887fc02bcfdc265ef2ae42355bf770e,True,new_earlier_natural_stop,1,0,0,0,0,0,1,0,True,,False,stop
34147bb84bd134f2b3322cec,3,,20,True,34ceee960215e700130aee34743f09d5985a8b7fd31929d0d4cfa1fd67ff385d,False,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,a55bb7128c020c1fecac38d81ccae9ca02f94860416e2dc97bd98830df7aa068,True,True,deepseek-v4-flash-0731,evidence_audit,poolact,poolact,cost_moderate,cc-large:2,deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/poolact/34147bb84bd134f2b3322cec.json,e438c53db6878aa285413ab18a1ffcd44d35af7a7275a49d9dc6a2fe35f9004d,stop,False,False,9394919c659e4fe2ab9e32b29e6974a2,a52c7977d8d4c8b1d9080cded7c7fb98d802d8852e92eb70af0ce0319a1bbd6c,True,new_earlier_natural_stop,1,0,0,0,0,0,1,0,True,,False,stop
e2b70fd229e0ad9833f041fc,3,,20,True,a33dd4c60ce15185b3d8223e9444fd8fda400825f096717264874bdd88f34a38,False,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,47b80e1ef58830daa9d629e6806a39e2e4d70a58d04873ecb8a01a7d307db49a,True,True,deepseek-v4-flash-0731,evidence_audit,poolact,poolact,cost_moderate,cc-large:3,deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/poolact/e2b70fd229e0ad9833f041fc.json,f00f3564772e7f2a918460554761f10decf11ddcbeccef542f7aa3e42727764f,stop,False,False,22a788d0bfef42e582bc0e34fe30df52,d6af5c37ab589e79fcb5707f2381d1202632017608db05e77105ee8dd533bc39,True,new_earlier_natural_stop,1,0,0,0,0,0,1,0,True,,False,stop
fd9c7b49ec22cbc344c16ad4,2,,20,True,fdd0fe83aaa75c3237811e43dbbef231a233b4af887c047fc2a0ee1e081d4fb2,False,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,3fcdcc254112911f342c4b52dee694f1cbd9bd8ffd49a1c4f5d6c85954f05c71,True,True,deepseek-v4-flash-0731,evidence_audit,poolact,poolact,cost_moderate,cc-large:5,deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/poolact/fd9c7b49ec22cbc344c16ad4.json,0b362e1cbb80a4dcbe897edc284df3ec94c65fbee1ca52f1c843e21ba6f6cd14,stop,False,False,a011364a31b34114bc91d4560f99669b,f2c4b237c20a05c527bed75e65496718aaea323d887d0f12703602ea47911838,True,new_earlier_natural_stop,1,0,0,0,0,0,1,0,True,,False,stop
b17fc226bb045789df8c3d49,3,,22,True,a97c7ae8946e00c9683f6791f9ee55c8a32243ada07742813abef370140c9b67,False,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,c9c7d438dea27a55f8d2e79066474024e5c5ba674671979288301f1f39f5a3dd,True,True,deepseek-v4-flash-0731,evidence_audit,poolact,poolact,cost_moderate,cc-large:8,deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/poolact/b17fc226bb045789df8c3d49.json,ab7fb9f98b060113892a7ad6924296f1d0c2a2f417840c001b6b22ed8f12110c,stop,False,False,9fd20bd993f447f6a1533c78bc076749,bb88e83f0e08431be91ac96e9f6ab4f923a275246392feee9e78a62839dab33a,True,new_earlier_natural_stop,1,0,0,0,0,0,1,0,True,,False,stop
