slot_id,model,system,scenario,regime,strategy,item,outer_repeat,order,seed,source_sha256,old_metrics_json,new_metrics_json,score_changed,aggregate_answer_changed,aggregate_parsed_content_changed,endpoint_score_changed,change_reason,score_layer
00f8e194c1badaa56bf899c5,deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,cached,cc-large:8,0,,2200,19425ae4055276964c97692a63adbd03d41842a92342ea04a074a9285c2917d3,"{""evidence_acc_mi"":0.27941176470588236,""evidence_acc_mv"":0.35294117647058826,""label_acc_mi"":0.75,""label_acc_mv"":1.0}","{""evidence_acc_mi"":0.35294117647058826,""evidence_acc_mv"":0.4117647058823529,""label_acc_mi"":0.9852941176470589,""label_acc_mv"":1.0}",True,True,True,True,terminal_answer_boundary_repaired,existing_trace_rescored
7bac93cb95c13badbcfb3a8a,deepseek-v4-flash-0731,poolact,restricted_search,cost_tight,cached,phantom_seed2:13,0,,2200,0fb2871f6bf6a5afca947d1552ee8e2b9bedc3644d9bf450ea30d9fe2ea7c7ef,"{""f1_mi"":0.0,""f1_mv"":0.0}","{""f1_mi"":0.0,""f1_mv"":0.0}",False,True,False,False,search_vote_name_set_unified,existing_trace_rescored
5b919c8a3ad435d531de7e84,deepseek-v4-flash-0731,poolact,restricted_search,cost_tight,cached,phantom_seed2:14,0,,2200,d19df8ea6add2306780c515bf5d4f66df16f5f1289d4c308c7c04e2ff49646cc,"{""f1_mi"":0.125,""f1_mv"":0.0}","{""f1_mi"":0.125,""f1_mv"":0.0}",False,True,False,False,search_vote_name_set_unified,existing_trace_rescored
cb9e853af885ea04bf09d469,deepseek-v4-flash-0731,poolact,restricted_search,cost_tight,cached,phantom_seed3:15,0,,2200,6bbc1c2162933952180e95dadb7f5a65b8e9c14dfad52e5f3d725d221527c8a3,"{""f1_mi"":0.0,""f1_mv"":0.0}","{""f1_mi"":0.0,""f1_mv"":0.0}",False,True,False,False,search_vote_name_set_unified,existing_trace_rescored
cf62d61b2c5c05ff27769eaf,deepseek-v4-flash-0731,poolact,restricted_search,cost_tight,cached,phantom_seed3:9,0,,2200,4b93ece5d8c49e8e9e814ce9d98d8c155a45b9adbfc74afc55961aa9e335acf7,"{""f1_mi"":0.0,""f1_mv"":0.0}","{""f1_mi"":0.0,""f1_mv"":0.0}",False,True,False,False,search_vote_name_set_unified,existing_trace_rescored
8c63780cb71856d9e82e61bb,deepseek-v4-flash-0731,poolact,restricted_search,cost_tight,naive,phantom_seed3:12,0,,2200,4fc310d3258acaa5e38e3a8f38bebe2db54b764e702219d7bc6d32108cae1a17,"{""f1_mi"":0.0,""f1_mv"":0.0}","{""f1_mi"":0.0,""f1_mv"":0.0}",False,True,True,False,search_vote_name_set_unified,existing_trace_rescored
5553dbc283572c4a94cbb987,deepseek-v4-flash-0731,poolact,restricted_search,cost_tight,poolact,phantom_seed2:13,0,,2200,534b7b73c2d6d4fffb6876ea046c12ef230a0bf46f643620dff2c751c8cf5985,"{""f1_mi"":0.0,""f1_mv"":0.0}","{""f1_mi"":0.0,""f1_mv"":0.0}",False,True,True,False,search_vote_name_set_unified,existing_trace_rescored
9d628e73605e86ea4badad18,deepseek-v4-flash-0731,poolact,restricted_search,cost_tight,poolact,phantom_seed2:5,0,,2200,5c425230daabf2761f1372f7c561fb9fdf53a6f272699d329395b1b39086eed2,"{""f1_mi"":0.0,""f1_mv"":0.0}","{""f1_mi"":0.0,""f1_mv"":0.0}",False,True,True,False,search_vote_name_set_unified,existing_trace_rescored
c2015b3f850d1a125afc3c39,deepseek-v4-flash-0731,poolact,restricted_search,cost_tight,poolact,phantom_seed3:11,0,,2200,9372d79cdf9dfbebd550f959701e57d5ae92825fed37b626743fb2e585b2cf84,"{""f1_mi"":0.5,""f1_mv"":1.0}","{""f1_mi"":0.5,""f1_mv"":1.0}",False,False,False,False,ambiguous_or_protocol_text_rejected,existing_trace_rescored
5dab3598ec2d06127f0e296b,deepseek-v4-flash-0731,poolact,restricted_search,cost_tight,poolact,phantom_seed3:13,0,,2200,b4647fd85ad7d2686571ec7519876873aecf155b7485533a0a2d23ead415c40f,"{""f1_mi"":0.0,""f1_mv"":0.0}","{""f1_mi"":0.0,""f1_mv"":0.0}",False,True,True,False,search_vote_name_set_unified,existing_trace_rescored
32a3c5a06a9ddc0146205ca6,deepseek-v4-flash-0731,poolact,restricted_search,cost_tight,poolact,phantom_seed3:18,0,,2200,190aad4655c4e57255eae1a8a4741ff42b8d31449bd1e8723bf09db38d40ec72,"{""f1_mi"":0.0,""f1_mv"":0.0}","{""f1_mi"":0.0,""f1_mv"":0.0}",False,True,True,False,search_vote_name_set_unified,existing_trace_rescored
9fe8fa99ae53fc7581ddcb16,deepseek-v4-flash-0731,poolact,restricted_search,cost_tight,poolact,phantom_seed3:5,0,,2200,07001e2f7bf5aa88ff2e719e334a72beafe26c0cfe6c9e17fb0dba70f2b0dd1c,"{""f1_mi"":0.0,""f1_mv"":0.0}","{""f1_mi"":0.0,""f1_mv"":0.0}",False,True,False,False,search_vote_name_set_unified,existing_trace_rescored
e37b14520a110ee4f13a4b75,gemini-3.8-flash-medium,poolact,evidence_audit,cost_moderate,cached,cc-large:10,0,,2200,a79013e8d989fde386ed05ff37c42ae891b3c318e5d703ad7a13e63bf559b060,"{""evidence_acc_mi"":0.5147058823529411,""evidence_acc_mv"":0.4117647058823529,""label_acc_mi"":0.8823529411764706,""label_acc_mv"":0.8823529411764706}","{""evidence_acc_mi"":0.5147058823529411,""evidence_acc_mv"":0.5294117647058824,""label_acc_mi"":0.8823529411764706,""label_acc_mv"":0.8823529411764706}",True,True,True,True,audit_vote_payload_acceptance_unified,existing_trace_rescored
1e47a5e5c7ab9576ffe33a31,gemini-3.8-flash-medium,poolact,evidence_audit,cost_moderate,cached,cc-large:11,0,,2200,8d93a788a32c057b00069c0f4098f9163b5a6a27e15d785dfb0a6bb0dd169875,"{""evidence_acc_mi"":0.7647058823529411,""evidence_acc_mv"":0.8235294117647058,""label_acc_mi"":0.9558823529411764,""label_acc_mv"":0.9411764705882353}","{""evidence_acc_mi"":0.7647058823529411,""evidence_acc_mv"":0.8235294117647058,""label_acc_mi"":0.9558823529411764,""label_acc_mv"":0.9411764705882353}",False,True,True,False,audit_vote_payload_acceptance_unified,existing_trace_rescored
2a3d4cdfadef52fe9f3bfc17,gemini-3.8-flash-medium,poolact,evidence_audit,cost_moderate,cached,cc-large:7,0,,2200,5a6b89c74a54f173c8c10afa517f7ec67801b09f7b59fd0d95d03d0265206ae3,"{""evidence_acc_mi"":0.8970588235294117,""evidence_acc_mv"":0.8823529411764706,""label_acc_mi"":0.9264705882352942,""label_acc_mv"":0.9411764705882353}","{""evidence_acc_mi"":0.8970588235294117,""evidence_acc_mv"":0.9411764705882353,""label_acc_mi"":0.9264705882352942,""label_acc_mv"":0.9411764705882353}",True,True,True,True,audit_vote_payload_acceptance_unified,existing_trace_rescored
c0d6e72d4eb8e6d0cbcf6369,gemini-3.8-flash-medium,poolact,evidence_audit,cost_moderate,naive,cc-large:0,0,,2200,349e2498b556173e785bb5aafe50d5d5641e1ed1dfd516e835b5633f8a91d969,"{""evidence_acc_mi"":0.6176470588235294,""evidence_acc_mv"":0.6470588235294118,""label_acc_mi"":0.9264705882352942,""label_acc_mv"":0.9411764705882353}","{""evidence_acc_mi"":0.6176470588235294,""evidence_acc_mv"":0.7058823529411765,""label_acc_mi"":0.9264705882352942,""label_acc_mv"":0.9411764705882353}",True,True,True,True,audit_vote_payload_acceptance_unified,existing_trace_rescored
65234012631eda23cd5df083,gemini-3.8-flash-medium,poolact,evidence_audit,cost_moderate,naive,cc-large:10,0,,2200,449075f6ce7aeef1f05d41bed87b674621e311d7587dba44f6f5b63fe2e9250c,"{""evidence_acc_mi"":0.47058823529411764,""evidence_acc_mv"":0.4117647058823529,""label_acc_mi"":0.8823529411764706,""label_acc_mv"":0.8823529411764706}","{""evidence_acc_mi"":0.47058823529411764,""evidence_acc_mv"":0.4117647058823529,""label_acc_mi"":0.8823529411764706,""label_acc_mv"":0.8823529411764706}",False,True,True,False,audit_vote_payload_acceptance_unified,existing_trace_rescored
1abacb6f1add6c58a89fbbf8,gemini-3.8-flash-medium,poolact,evidence_audit,cost_moderate,naive,cc-large:3,0,,2200,08b4c61a39f71e09d54eb616c370983af390ea72b2ca84dfc3dad81a1ec91e01,"{""evidence_acc_mi"":0.9411764705882353,""evidence_acc_mv"":1.0,""label_acc_mi"":0.8823529411764706,""label_acc_mv"":0.9411764705882353}","{""evidence_acc_mi"":0.9411764705882353,""evidence_acc_mv"":0.9411764705882353,""label_acc_mi"":0.8823529411764706,""label_acc_mv"":0.8823529411764706}",True,True,True,True,audit_vote_payload_acceptance_unified,existing_trace_rescored
b878dee609ea0e49d99f2e81,gemini-3.8-flash-medium,poolact,evidence_audit,cost_moderate,naive,cc-large:6,0,,2200,bfaac3e00b7fb91e12490365abc15efa1689c7349a80029002fa653226b95c1a,"{""evidence_acc_mi"":0.8676470588235294,""evidence_acc_mv"":0.8823529411764706,""label_acc_mi"":0.9264705882352942,""label_acc_mv"":0.9411764705882353}","{""evidence_acc_mi"":0.8676470588235294,""evidence_acc_mv"":0.9411764705882353,""label_acc_mi"":0.9264705882352942,""label_acc_mv"":0.9411764705882353}",True,True,True,True,audit_vote_payload_acceptance_unified,existing_trace_rescored
6f824e6ee7bf2fbec4d7949b,glm-5.3,expgym,evidence_audit,cost_free,single,cc-large:1,0,2,2202,0d65d872fb1901dd3936db01b86fdd9bad234058b230da4e4dc1a5e6c7ec0c50,"{""evidence_acc"":0.0,""label_acc"":0.0}","{""evidence_acc"":1.0,""label_acc"":0.9411764705882353}",True,False,False,True,closing_markdown_label_removed,existing_trace_rescored
967c37f4bf97c61063017448,glm-5.3,expgym,evidence_audit,cost_free,single,cc-large:12,0,0,2200,a7bc4b368c20b41beeb69260a82bb276b3203402b38b5d6bcb838ba528ede17d,"{""evidence_acc"":0.0,""label_acc"":0.0}","{""evidence_acc"":0.0,""label_acc"":0.0}",False,False,False,False,serialization_only,existing_trace_rescored
01f285ffb405b5bc177cb9cb,glm-5.3,expgym,evidence_audit,cost_free,single,cc-large:12,0,2,2202,b6f34f680683e8f77e9d9189f68718072c1ee40e1c01e756782afff43427fb3e,"{""evidence_acc"":0.0,""label_acc"":0.0}","{""evidence_acc"":0.0,""label_acc"":0.0}",False,False,False,False,ambiguous_or_protocol_text_rejected,existing_trace_rescored
f4549895cd356c1481152824,glm-5.3,expgym,evidence_audit,cost_free,single,cc-large:4,0,0,2200,5cef925d148c262d2c9efcabaa06317597dc7adbe7d5a27c275e40e4bc0ecc5b,"{""evidence_acc"":0.0,""label_acc"":0.0}","{""evidence_acc"":1.0,""label_acc"":1.0}",True,False,False,True,explicit_terminal_label_selected_from_full_response,existing_trace_rescored
e9955ac644bfa6f163521268,glm-5.3,expgym,evidence_audit,cost_free,single,cc-large:4,0,1,2201,81f08010106644c6f2f67f4c2af06a58278724c231c1706485b42791a3c68a2d,"{""evidence_acc"":0.0,""label_acc"":0.0}","{""evidence_acc"":1.0,""label_acc"":1.0}",True,False,False,True,explicit_terminal_label_selected_from_full_response,existing_trace_rescored
1a2023362ebc6cd31355b6c7,glm-5.3,expgym,evidence_audit,cost_free,single,cc-large:6,0,1,2201,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,"{""evidence_acc"":0.0,""label_acc"":0.0}","{""evidence_acc"":1.0,""label_acc"":1.0}",True,False,False,True,explicit_terminal_label_selected_from_full_response,existing_trace_rescored
8df64b980e90cd432e0ee033,glm-5.3,expgym,evidence_audit,cost_free,single,cc-large:7,0,0,2200,98fd38439ee53f7439952ee13675693f668b223486f781957e4d64a46d118b80,"{""evidence_acc"":0.0,""label_acc"":0.0}","{""evidence_acc"":0.0,""label_acc"":0.0}",False,False,False,False,serialization_only,existing_trace_rescored
d0b8c858f4fae3e83caf2eac,glm-5.3,expgym,evidence_audit,cost_free,single,cc-large:8,0,0,2200,5a3ac2a30528221bf1c22225e7bd9f16e0a50ccad0657d59ff4309e204a4bfd5,"{""evidence_acc"":0.0,""label_acc"":0.0}","{""evidence_acc"":1.0,""label_acc"":1.0}",True,False,False,True,explicit_terminal_label_selected_from_full_response,existing_trace_rescored
d1e79c209877fefa403592a6,glm-5.3,expgym,evidence_audit,cost_free,single,cc-large:8,0,2,2202,dd9e1550613074dea388f76962b0586487d1bd0b60260c717e60350af8ead049,"{""evidence_acc"":0.0,""label_acc"":0.0}","{""evidence_acc"":1.0,""label_acc"":1.0}",True,False,False,True,explicit_terminal_label_selected_from_full_response,existing_trace_rescored
d29ce810dbfa5fada7d65b5b,glm-5.3,expgym,evidence_audit,cost_free,single,cc-large:9,0,2,2202,44ea2b16328169e4a4c3473560a3682d2415f0571b9ee44652173aa07f051527,"{""evidence_acc"":0.0,""label_acc"":0.0}","{""evidence_acc"":1.0,""label_acc"":0.9411764705882353}",True,False,False,True,explicit_terminal_label_selected_from_full_response,existing_trace_rescored
27ae01a2c27f5f27b7e51bc3,glm-5.3,expgym,evidence_audit,cost_moderate,single,cc-large:0,0,0,2200,45c2130da72307ad6a85977643f98817a4f66e02c38a534bdf20a2b5c09a8075,"{""evidence_acc"":0.0,""label_acc"":0.0}","{""evidence_acc"":0.5882352941176471,""label_acc"":0.9411764705882353}",True,False,False,True,explicit_terminal_label_selected_from_full_response,existing_trace_rescored
eebfa8f48604a3f2c7ee5d61,glm-5.3,expgym,evidence_audit,cost_moderate,single,cc-large:0,0,1,2201,dbdb45ea290dcc8e1cbf83b3952313df4bbffa0b866bd1501b66c858dd8b6a40,"{""evidence_acc"":0.0,""label_acc"":0.0}","{""evidence_acc"":0.7058823529411765,""label_acc"":0.8823529411764706}",True,False,False,True,explicit_terminal_label_selected_from_full_response,existing_trace_rescored
36a15b6df08d4dfb1c4c0e1c,glm-5.3,expgym,evidence_audit,cost_moderate,single,cc-large:11,0,2,2202,b3f49c2516231f619ff9215d860015f1ab5722ddcea7ebb10ff411579ad18999,"{""evidence_acc"":0.0,""label_acc"":0.0}","{""evidence_acc"":0.7058823529411765,""label_acc"":0.9411764705882353}",True,False,False,True,explicit_terminal_label_selected_from_full_response,existing_trace_rescored
df5d284b3af19bd4cfc9fe01,glm-5.3,expgym,evidence_audit,cost_moderate,single,cc-large:12,0,2,2202,655f948bd98a5fd60bd6e951131fad1f91fc7f3eaab871b4a6a37eac0bbbd100,"{""evidence_acc"":0.0,""label_acc"":0.0}","{""evidence_acc"":0.0,""label_acc"":0.0}",False,False,False,False,serialization_only,existing_trace_rescored
891679380399121a46891410,glm-5.3,expgym,evidence_audit,cost_moderate,single,cc-large:3,0,2,2202,db3278bd2e9418483b70d95ad408475911f76f5c3e13b9e57d0eef4c2976bad6,"{""evidence_acc"":0.0,""label_acc"":0.0}","{""evidence_acc"":0.0,""label_acc"":0.0}",False,False,False,False,serialization_only,existing_trace_rescored
