slot_id,model,regime,source,question_id,old_score,new_score,delta,changed
1ffc8267f37e2b5afc18e38b,deepseek-v4-flash-0731,cost_tight,phantom_seed2,20,0.0,0.0,0.0,False
ed63f67cca1d3f538ca03b18,deepseek-v4-flash-0731,cost_tight,phantom_seed2,24,0.6666666666666666,0.6666666666666666,0.0,False
115ec2bcd9a5c887cd584578,deepseek-v4-flash-0731,cost_moderate,phantom_seed2,27,0.0,0.0,0.0,False
c3b9aa614948e5f8860f5049,deepseek-v4-flash-0731,cost_moderate,phantom_seed3,10,0.23529411764705882,0.23529411764705882,0.0,False
c9b11a3fd629d39ab2e2abb2,deepseek-v4-flash-0731,cost_tight,phantom_seed3,26,0.0,0.0,0.0,False
2598905f377fad0fb9dc49b2,deepseek-v4-flash-0731,cost_tight,phantom_seed3,9,0.0,0.0,0.0,False
10f879257cae00128f252b34,deepseek-v4-flash-0731,cost_moderate,phantom_seed3,27,0.0,0.0,0.0,False
6e6951f177fae81c71aa88f9,deepseek-v4-flash-0731,cost_tight,phantom_seed3,33,0.0,0.0,0.0,False
e7bd05bdd081b72e9887a5f9,deepseek-v4-flash-0731,cost_tight,phantom_seed2,21,0.0,0.0,0.0,False
77ad3a23a28846b6a18795e4,deepseek-v4-flash-0731,cost_moderate,phantom_seed3,36,0.0,0.0,0.0,False
151127adb9f9a6bc30a8ee06,deepseek-v4-flash-0731,cost_moderate,phantom_seed3,12,0.0,0.0,0.0,False
058002a9d18b060107e417a5,deepseek-v4-flash-0731,cost_moderate,phantom_seed2,10,0.0,0.0,0.0,False
410566f7952f037b3a9b0c26,deepseek-v4-flash-0731,cost_tight,phantom_seed2,5,0.0,0.0,0.0,False
5624e12ebba1a37a7bc4c406,deepseek-v4-flash-0731,cost_tight,phantom_seed2,19,0.0,0.0,0.0,False
92b6803f1710b2f82eee4143,deepseek-v4-flash-0731,cost_tight,phantom_seed3,35,0.0,0.0,0.0,False
f3b4d91e1df221c29d9a351f,deepseek-v4-flash-0731,cost_free,phantom_seed3,22,1.0,1.0,0.0,False
95ba88ef02b25c14f8f47e3d,deepseek-v4-flash-0731,cost_moderate,phantom_seed3,19,0.6666666666666666,0.6666666666666666,0.0,False
f727097811f8c1ed04fb789c,deepseek-v4-flash-0731,cost_free,phantom_seed2,1,1.0,1.0,0.0,False
351ea4040f4855610b97884b,deepseek-v4-flash-0731,cost_free,phantom_seed2,10,0.4,0.4,0.0,False
c3d94676b75aeddd0444bd6a,deepseek-v4-flash-0731,cost_free,phantom_seed3,12,0.0,0.0,0.0,False
6529dd9c50f46bc339a0cc53,deepseek-v4-flash-0731,cost_moderate,phantom_seed2,28,0.5,0.5,0.0,False
384e0072cbf2c2bad74598df,deepseek-v4-flash-0731,cost_free,phantom_seed2,4,0.6666666666666666,0.6666666666666666,0.0,False
d1acc5beabc690e17bf0aa04,deepseek-v4-flash-0731,cost_moderate,phantom_seed3,23,0.0,0.0,0.0,False
34b0257f1e5187db3ef8ab3f,deepseek-v4-flash-0731,cost_free,phantom_seed2,20,1.0,1.0,0.0,False
306f66f39b45287ebb2d68c5,deepseek-v4-flash-0731,cost_moderate,phantom_seed2,26,0.2857142857142857,0.2857142857142857,0.0,False
6f3be9d3394c32669d31846d,deepseek-v4-flash-0731,cost_free,phantom_seed2,30,0.13333333333333333,0.13333333333333333,0.0,False
4a109edcd91adade335c9c14,deepseek-v4-flash-0731,cost_tight,phantom_seed3,7,0.0,0.0,0.0,False
695671c0801727ed7a1a757a,deepseek-v4-flash-0731,cost_moderate,phantom_seed3,14,1.0,1.0,0.0,False
47d626a2f4dab4baaf249cb6,deepseek-v4-flash-0731,cost_moderate,phantom_seed2,24,1.0,1.0,0.0,False
0bc4ff8a78a7581b779d3af2,deepseek-v4-flash-0731,cost_free,phantom_seed3,35,0.0,0.0,0.0,False
0e62b2a52f2578a7ac7d5101,deepseek-v4-flash-0731,cost_free,phantom_seed2,27,0.0,0.0,0.0,False
b234d4c1dcaab12c7fd59fad,deepseek-v4-flash-0731,cost_free,phantom_seed3,6,0.0,0.0,0.0,False
adcdd5f28837de38597611aa,deepseek-v4-flash-0731,cost_tight,phantom_seed2,14,0.5,0.5,0.0,False
5fd4874e5cb7020f2f93c1aa,deepseek-v4-flash-0731,cost_moderate,phantom_seed3,34,0.0,0.0,0.0,False
0e2f79c599b78ff09ee84a80,deepseek-v4-flash-0731,cost_moderate,phantom_seed2,15,0.0,0.0,0.0,False
2e49d0579fb3835c1d2332f2,deepseek-v4-flash-0731,cost_free,phantom_seed3,27,0.0,0.0,0.0,False
b26bd63ce2f5b8bb13795c03,deepseek-v4-flash-0731,cost_tight,phantom_seed2,17,0.0,0.0,0.0,False
0e6869103dc9549a3e273cb0,deepseek-v4-flash-0731,cost_tight,phantom_seed3,15,0.0,0.0,0.0,False
cbe65c1196eb2c096227b491,deepseek-v4-flash-0731,cost_free,phantom_seed2,14,1.0,1.0,0.0,False
7ddc018a0f92dce62e2797d1,deepseek-v4-flash-0731,cost_free,phantom_seed3,23,0.0,0.0,0.0,False
0457b06132de8adc0938278e,deepseek-v4-flash-0731,cost_free,phantom_seed2,16,1.0,1.0,0.0,False
8dcba41ad208441b5f461ce6,deepseek-v4-flash-0731,cost_tight,phantom_seed2,35,0.0,0.0,0.0,False
d3ea15affab5af1d784e92ac,deepseek-v4-flash-0731,cost_tight,phantom_seed2,8,0.6666666666666666,0.6666666666666666,0.0,False
dc5432d38a6737ddff60dc8e,deepseek-v4-flash-0731,cost_free,phantom_seed2,9,0.0,0.0,0.0,False
df6b70928b28f89d77b66f95,deepseek-v4-flash-0731,cost_tight,phantom_seed3,27,0.0,0.0,0.0,False
8cd36bfbecef30acd2bda060,deepseek-v4-flash-0731,cost_free,phantom_seed3,36,0.0,0.0,0.0,False
c4d4b53f564801d371ea04f9,deepseek-v4-flash-0731,cost_tight,phantom_seed2,13,0.0,0.0,0.0,False
017ef0eb204d227151ee5927,deepseek-v4-flash-0731,cost_free,phantom_seed2,0,1.0,1.0,0.0,False
aa2a4a88b04cfed276893eb8,deepseek-v4-flash-0731,cost_free,phantom_seed2,25,0.0,0.0,0.0,False
742b60ed7ae469f9416ff2b9,deepseek-v4-flash-0731,cost_moderate,phantom_seed3,28,0.5,0.5,0.0,False
1c7419af40f9a1d0b579dc5c,deepseek-v4-flash-0731,cost_free,phantom_seed2,5,1.0,1.0,0.0,False
b8574766e4f7b6bde6f40514,deepseek-v4-flash-0731,cost_moderate,phantom_seed3,20,0.4,0.4,0.0,False
3b5dbe1d031bc56da0a593c3,deepseek-v4-flash-0731,cost_moderate,phantom_seed3,35,0.0,0.0,0.0,False
f7095dd4ff027e8c89592585,deepseek-v4-flash-0731,cost_moderate,phantom_seed2,4,0.6666666666666666,0.6666666666666666,0.0,False
8aac8c12a9808e798466a0fd,deepseek-v4-flash-0731,cost_free,phantom_seed2,11,0.0,0.0,0.0,False
8fb4a1fd06ef92c2861f130b,deepseek-v4-flash-0731,cost_moderate,phantom_seed3,31,0.5,0.5,0.0,False
08ffdfacd1a7bd7097f88c43,deepseek-v4-flash-0731,cost_tight,phantom_seed3,11,1.0,1.0,0.0,False
1a636084208d057bacd3c04b,deepseek-v4-flash-0731,cost_tight,phantom_seed2,0,1.0,1.0,0.0,False
2f7c8b6ea25b02a5efd6758e,deepseek-v4-flash-0731,cost_free,phantom_seed3,0,1.0,1.0,0.0,False
387839347a5185abcb7bb493,deepseek-v4-flash-0731,cost_moderate,phantom_seed2,0,1.0,1.0,0.0,False
40c8de2d720ec291810330ec,deepseek-v4-flash-0731,cost_tight,phantom_seed3,30,1.0,1.0,0.0,False
23192c5dd4331cdf686083ba,deepseek-v4-flash-0731,cost_moderate,phantom_seed2,29,0.0,0.0,0.0,False
58da55ccc4e2635e87ff91a6,deepseek-v4-flash-0731,cost_tight,phantom_seed2,26,0.0,0.0,0.0,False
e51db5011703c42006a27c81,deepseek-v4-flash-0731,cost_free,phantom_seed3,21,0.5,0.5,0.0,False
8c51c95935b5580d14f2ecc0,deepseek-v4-flash-0731,cost_moderate,phantom_seed3,18,0.0,0.0,0.0,False
c525cea93e6101c2872e752a,deepseek-v4-flash-0731,cost_free,phantom_seed3,18,0.0,0.0,0.0,False
ba55b2794e49e6d3071dfb0c,deepseek-v4-flash-0731,cost_free,phantom_seed2,6,1.0,1.0,0.0,False
ea366667420f24a2174b3ae9,deepseek-v4-flash-0731,cost_moderate,phantom_seed2,16,1.0,1.0,0.0,False
258f0d6d11b853a900f08806,deepseek-v4-flash-0731,cost_moderate,phantom_seed3,15,0.0,0.0,0.0,False
dc3b85beeecb5b1ac2e7a0e8,deepseek-v4-flash-0731,cost_moderate,phantom_seed3,5,1.0,1.0,0.0,False
2a365558c772733dab6791b5,deepseek-v4-flash-0731,cost_free,phantom_seed3,28,1.0,1.0,0.0,False
a8c8d5e9c6b7ba04b9e8bdc7,deepseek-v4-flash-0731,cost_tight,phantom_seed2,18,0.0,0.0,0.0,False
0b7d7cdde4a9359d8e8bf51e,deepseek-v4-flash-0731,cost_free,phantom_seed3,3,0.0,0.0,0.0,False
53bc71086106db5658ce9de5,deepseek-v4-flash-0731,cost_moderate,phantom_seed3,2,1.0,1.0,0.0,False
dc8236390acdd24011eb7b6d,deepseek-v4-flash-0731,cost_moderate,phantom_seed2,8,0.6666666666666666,0.6666666666666666,0.0,False
b80a7f540c9832dd9d458608,deepseek-v4-flash-0731,cost_tight,phantom_seed2,22,0.0,0.0,0.0,False
588eab14c7fb91d06f223419,deepseek-v4-flash-0731,cost_tight,phantom_seed3,32,0.0,0.0,0.0,False
8842259261509275bd520040,deepseek-v4-flash-0731,cost_tight,phantom_seed3,4,1.0,1.0,0.0,False
cfd4d88a3b47c87af53e7bcb,deepseek-v4-flash-0731,cost_moderate,phantom_seed2,6,1.0,1.0,0.0,False
8a9b7b9a94a419e3ebe38ddb,deepseek-v4-flash-0731,cost_free,phantom_seed2,29,0.0,0.0,0.0,False
688e522cfbec5296d5a12100,deepseek-v4-flash-0731,cost_free,phantom_seed3,7,1.0,1.0,0.0,False
87436d26103ef78dee5c2503,deepseek-v4-flash-0731,cost_tight,phantom_seed3,1,0.6666666666666666,0.6666666666666666,0.0,False
f1ab977a460de719916adbd3,deepseek-v4-flash-0731,cost_moderate,phantom_seed3,11,1.0,1.0,0.0,False
bef4d5b9cb6d134541e0b784,deepseek-v4-flash-0731,cost_tight,phantom_seed3,22,0.0,0.0,0.0,False
0e7dc2b2715f80f50ae78a28,deepseek-v4-flash-0731,cost_free,phantom_seed2,21,1.0,1.0,0.0,False
f23a600e52ce8472924ba82a,deepseek-v4-flash-0731,cost_free,phantom_seed2,23,0.6666666666666666,0.6666666666666666,0.0,False
879500432b3a5b5dcef722ea,deepseek-v4-flash-0731,cost_free,phantom_seed2,32,0.0,0.0,0.0,False
6c0d40e7eba6f6027138da8a,deepseek-v4-flash-0731,cost_moderate,phantom_seed3,3,0.0,0.0,0.0,False
264c530747dbdaed26a2b0f3,deepseek-v4-flash-0731,cost_moderate,phantom_seed2,34,0.16666666666666669,0.16666666666666669,0.0,False
1039f158dac64a615512f650,deepseek-v4-flash-0731,cost_tight,phantom_seed2,11,0.0,0.0,0.0,False
f6788eb4854ffda504b7e71b,deepseek-v4-flash-0731,cost_free,phantom_seed2,35,0.0,0.0,0.0,False
18bcbe92e817a52e7f8d4516,deepseek-v4-flash-0731,cost_free,phantom_seed3,24,0.0,0.0,0.0,False
3970c024256559b7b74fa413,deepseek-v4-flash-0731,cost_tight,phantom_seed2,23,0.6666666666666666,0.6666666666666666,0.0,False
166e8b4b86bbfd8325e5878e,deepseek-v4-flash-0731,cost_free,phantom_seed2,26,0.0,0.0,0.0,False
9d9be9bb46fc3083f4335472,deepseek-v4-flash-0731,cost_tight,phantom_seed3,17,0.0,0.0,0.0,False
6be3bbd933073a0ece79a4bb,deepseek-v4-flash-0731,cost_moderate,phantom_seed2,5,1.0,1.0,0.0,False
577e3333fdad357c7f05beb3,deepseek-v4-flash-0731,cost_moderate,phantom_seed2,23,0.6666666666666666,0.6666666666666666,0.0,False
90c9a788e41593cb403b5d83,deepseek-v4-flash-0731,cost_free,phantom_seed3,4,1.0,1.0,0.0,False
3faa117d410dbf2274ae2077,deepseek-v4-flash-0731,cost_tight,phantom_seed2,34,0.0,0.0,0.0,False
7105c317cbc27e16b6b467fe,deepseek-v4-flash-0731,cost_tight,phantom_seed3,0,0.4,0.4,0.0,False
43a7b99575af666de517c5d5,deepseek-v4-flash-0731,cost_moderate,phantom_seed3,4,1.0,1.0,0.0,False
