slot_id,model,task,regime,seed,old_score,new_score,delta,old_score_complete,new_score_complete,old_answer_score_source,new_answer_score_source,old_submitted_json_object_scored,new_submitted_json_object_scored,old_final_json_object,new_final_json_object,old_answer,new_extracted_answer,new_scoring_answer,score_changed,answer_changed,reason,source_sha256
89c9112cc92151495e485abb,deepseek-v4-flash-0731,hpobench:nasbench101:A,cost_free,2200,0.941038986047109,0.941038986047109,0.0,True,True,matching_tool_call,matching_tool_call,True,True,True,True,"{""edge_0"": 1, ""edge_1"": 0, ""edge_2"": 0, ""edge_3"": 1, ""edge_4"": 1, ""edge_5"": 0, ""edge_6"": 1, ""edge_7"": 0, ""edge_8"": 0, ""edge_9"": 0, ""edge_10"": 0, ""edge_11"": 1, ""edge_12"": 0, ""edge_13"": 0, ""edge_14"": 0, ""edge_15"": 0, ""edge_16"": 0, ""edge_17"": 1, ""edge_18"": 0, ""edge_19"": 1, ""edge_20"": 1, ""op_node_0"": ""conv3x3-bn-relu"", ""op_node_1"": ""conv3x3-bn-relu"", ""op_node_2"": ""conv3x3-bn-relu"", ""op_node_3"": ""conv3x3-bn-relu"", ""op_node_4"": ""conv3x3-bn-relu""}","{""edge_0"": 1, ""edge_1"": 0, ""edge_2"": 0, ""edge_3"": 1, ""edge_4"": 1, ""edge_5"": 0, ""edge_6"": 1, ""edge_7"": 0, ""edge_8"": 0, ""edge_9"": 0, ""edge_10"": 0, ""edge_11"": 1, ""edge_12"": 0, ""edge_13"": 0, ""edge_14"": 0, ""edge_15"": 0, ""edge_16"": 0, ""edge_17"": 1, ""edge_18"": 0, ""edge_19"": 1, ""edge_20"": 1, ""op_node_0"": ""conv3x3-bn-relu"", ""op_node_1"": ""conv3x3-bn-relu"", ""op_node_2"": ""conv3x3-bn-relu"", ""op_node_3"": ""conv3x3-bn-relu"", ""op_node_4"": ""conv3x3-bn-relu""}","{""edge_0"": 1, ""edge_1"": 0, ""edge_2"": 0, ""edge_3"": 1, ""edge_4"": 1, ""edge_5"": 0, ""edge_6"": 1, ""edge_7"": 0, ""edge_8"": 0, ""edge_9"": 0, ""edge_10"": 0, ""edge_11"": 1, ""edge_12"": 0, ""edge_13"": 0, ""edge_14"": 0, ""edge_15"": 0, ""edge_16"": 0, ""edge_17"": 1, ""edge_18"": 0, ""edge_19"": 1, ""edge_20"": 1, ""op_node_0"": ""conv3x3-bn-relu"", ""op_node_1"": ""conv3x3-bn-relu"", ""op_node_2"": ""conv3x3-bn-relu"", ""op_node_3"": ""conv3x3-bn-relu"", ""op_node_4"": ""conv3x3-bn-relu""}",False,False,visible_configuration_match,d2ff72dbb62df9bd601f8981f602727b1da5376d6a848e6a0dcfe718a88d328d
3e3dc1bbb05a0b2fb57e1299,deepseek-v4-flash-0731,hpobench:nasbench101:A,cost_free,2204,0.0,0.0,0.0,True,True,offline_final_answer,offline_final_answer,False,False,False,False,I.,I.,I.,False,False,invalid_configuration_zero,f3a7984f5532e53e46c6ab8d840276353d1ad93bc9a857120cb3f8e6ac77c50b
bd8dc3368f85d96aa8038571,deepseek-v4-flash-0731,hpobench:nasbench101:A,cost_free,2208,,,,False,False,,,False,False,False,False,,,,False,False,no_accepted_final_configuration,cba57b66f5b1722848c458f201fa38fda60b858e8c918fcae9d96ce49aed6409
0016121d751a9d44a44dd77a,deepseek-v4-flash-0731,hpobench:nasbench101:A,cost_moderate,2200,0.8982371886571249,0.8982371886571249,0.0,True,True,matching_tool_call,matching_tool_call,True,True,True,True,"{""edge_0"": 1, ""edge_1"": 1, ""edge_2"": 0, ""edge_3"": 0, ""edge_4"": 0, ""edge_5"": 0, ""edge_6"": 0, ""edge_7"": 1, ""edge_8"": 1, ""edge_9"": 0, ""edge_10"": 0, ""edge_11"": 1, ""edge_12"": 1, ""edge_13"": 0, ""edge_14"": 0, ""edge_15"": 0, ""edge_16"": 1, ""edge_17"": 0, ""edge_18"": 1, ""edge_19"": 0, ""edge_20"": 1, ""op_node_0"": ""conv3x3-bn-relu"", ""op_node_1"": ""conv3x3-bn-relu"", ""op_node_2"": ""conv3x3-bn-relu"", ""op_node_3"": ""conv3x3-bn-relu"", ""op_node_4"": ""conv3x3-bn-relu""}","{""edge_0"": 1, ""edge_1"": 1, ""edge_2"": 0, ""edge_3"": 0, ""edge_4"": 0, ""edge_5"": 0, ""edge_6"": 0, ""edge_7"": 1, ""edge_8"": 1, ""edge_9"": 0, ""edge_10"": 0, ""edge_11"": 1, ""edge_12"": 1, ""edge_13"": 0, ""edge_14"": 0, ""edge_15"": 0, ""edge_16"": 1, ""edge_17"": 0, ""edge_18"": 1, ""edge_19"": 0, ""edge_20"": 1, ""op_node_0"": ""conv3x3-bn-relu"", ""op_node_1"": ""conv3x3-bn-relu"", ""op_node_2"": ""conv3x3-bn-relu"", ""op_node_3"": ""conv3x3-bn-relu"", ""op_node_4"": ""conv3x3-bn-relu""}","{""edge_0"": 1, ""edge_1"": 1, ""edge_2"": 0, ""edge_3"": 0, ""edge_4"": 0, ""edge_5"": 0, ""edge_6"": 0, ""edge_7"": 1, ""edge_8"": 1, ""edge_9"": 0, ""edge_10"": 0, ""edge_11"": 1, ""edge_12"": 1, ""edge_13"": 0, ""edge_14"": 0, ""edge_15"": 0, ""edge_16"": 1, ""edge_17"": 0, ""edge_18"": 1, ""edge_19"": 0, ""edge_20"": 1, ""op_node_0"": ""conv3x3-bn-relu"", ""op_node_1"": ""conv3x3-bn-relu"", ""op_node_2"": ""conv3x3-bn-relu"", ""op_node_3"": ""conv3x3-bn-relu"", ""op_node_4"": ""conv3x3-bn-relu""}",False,False,visible_configuration_match,99cc2846f1190309d9744b2c3134ea5598412147ac1794cca94a614686a94ec1
bd500d31c50418ea04277a7b,deepseek-v4-flash-0731,hpobench:nasbench101:A,cost_moderate,2204,0.9406049648920695,0.9406049648920695,0.0,True,True,matching_tool_call,matching_tool_call,True,True,True,True,"{""edge_0"": 1, ""edge_1"": 1, ""edge_2"": 1, ""edge_3"": 1, ""edge_4"": 0, ""edge_5"": 0, ""edge_6"": 0, ""edge_7"": 0, ""edge_8"": 0, ""edge_9"": 1, ""edge_10"": 0, ""edge_11"": 0, ""edge_12"": 0, ""edge_13"": 1, ""edge_14"": 0, ""edge_15"": 0, ""edge_16"": 1, ""edge_17"": 0, ""edge_18"": 1, ""edge_19"": 0, ""edge_20"": 1, ""op_node_0"": ""conv3x3-bn-relu"", ""op_node_1"": ""conv3x3-bn-relu"", ""op_node_2"": ""conv3x3-bn-relu"", ""op_node_3"": ""conv3x3-bn-relu"", ""op_node_4"": ""conv1x1-bn-relu""}","{""edge_0"": 1, ""edge_1"": 1, ""edge_2"": 1, ""edge_3"": 1, ""edge_4"": 0, ""edge_5"": 0, ""edge_6"": 0, ""edge_7"": 0, ""edge_8"": 0, ""edge_9"": 1, ""edge_10"": 0, ""edge_11"": 0, ""edge_12"": 0, ""edge_13"": 1, ""edge_14"": 0, ""edge_15"": 0, ""edge_16"": 1, ""edge_17"": 0, ""edge_18"": 1, ""edge_19"": 0, ""edge_20"": 1, ""op_node_0"": ""conv3x3-bn-relu"", ""op_node_1"": ""conv3x3-bn-relu"", ""op_node_2"": ""conv3x3-bn-relu"", ""op_node_3"": ""conv3x3-bn-relu"", ""op_node_4"": ""conv1x1-bn-relu""}","{""edge_0"": 1, ""edge_1"": 1, ""edge_2"": 1, ""edge_3"": 1, ""edge_4"": 0, ""edge_5"": 0, ""edge_6"": 0, ""edge_7"": 0, ""edge_8"": 0, ""edge_9"": 1, ""edge_10"": 0, ""edge_11"": 0, ""edge_12"": 0, ""edge_13"": 1, ""edge_14"": 0, ""edge_15"": 0, ""edge_16"": 1, ""edge_17"": 0, ""edge_18"": 1, ""edge_19"": 0, ""edge_20"": 1, ""op_node_0"": ""conv3x3-bn-relu"", ""op_node_1"": ""conv3x3-bn-relu"", ""op_node_2"": ""conv3x3-bn-relu"", ""op_node_3"": ""conv3x3-bn-relu"", ""op_node_4"": ""conv1x1-bn-relu""}",False,False,visible_configuration_match,de33163457de952aea45ec12028ddfdfe51c64e63e6e5d5c095327018211cc57
e49629a3ed66653d979389f9,deepseek-v4-flash-0731,hpobench:nasbench101:A,cost_moderate,2208,0.0,0.0,0.0,True,True,offline_final_answer,offline_final_answer,False,False,False,False,We'll begin by evaluating a few standard chain-like architectures to understand the behavior.,We'll begin by evaluating a few standard chain-like architectures to understand the behavior.,We'll begin by evaluating a few standard chain-like architectures to understand the behavior.,False,False,invalid_configuration_zero,ae46d93e69a72824b6d07d1c75b305ed1b9fd8d1d33cade5e320e1ed4d6c2ca0
647826dc5fe48b22f0a4c82f,deepseek-v4-flash-0731,hpobench:nasbench101:A,cost_tight,2200,0.845886747042338,0.845886747042338,0.0,True,True,best_evaluated_fallback,best_evaluated_fallback,False,False,True,True,"{""edge_0"": 1, ""edge_1"": 0, ""edge_2"": 0, ""edge_3"": 0, ""edge_4"": 0, ""edge_5"": 0, ""edge_6"": 1, ""edge_7"": 0, ""edge_8"": 0, ""edge_9"": 0, ""edge_10"": 0, ""edge_11"": 1, ""edge_12"": 0, ""edge_13"": 0, ""edge_14"": 0, ""edge_15"": 1, ""edge_16"": 0, ""edge_17"": 0, ""edge_18"": 1, ""edge_19"": 0, ""edge_20"": 1, ""op_node_0"": ""conv3x3-bn-relu"", ""op_node_1"": ""conv3x3-bn-relu"", ""op_node_2"": ""conv3x3-bn-relu"", ""op_node_3"": ""conv3x3-bn-relu"", ""op_node_4"": ""conv3x3-bn-relu""}","{""edge_0"":1,""edge_1"":0,""edge_2"":0,""edge_3"":0,""edge_4"":0,""edge_5"":0,""edge_6"":1,""edge_7"":0,""edge_8"":0,""edge_9"":0,""edge_10"":0,""edge_11"":1,""edge_12"":0,""edge_13"":0,""edge_14"":0,""edge_15"":1,""edge_16"":0,""edge_17"":0,""edge_18"":1,""edge_19"":0,""edge_20"":1,""op_node_0"":""conv3x3-bn-relu"",""op_node_1"":""conv3x3-bn-relu"",""op_node_2"":""conv3x3-bn-relu"",""op_node_3"":""conv3x3-bn-relu"",""op_node_4"":""conv3x3-bn-relu""}

This is the best configuration found (chain 0→1→2→3→4→5→6, all conv3x3, perf=0.845887), and the remaining evaluation budget is insufficient for further search.","{""edge_0"": 1, ""edge_1"": 0, ""edge_2"": 0, ""edge_3"": 0, ""edge_4"": 0, ""edge_5"": 0, ""edge_6"": 1, ""edge_7"": 0, ""edge_8"": 0, ""edge_9"": 0, ""edge_10"": 0, ""edge_11"": 1, ""edge_12"": 0, ""edge_13"": 0, ""edge_14"": 0, ""edge_15"": 1, ""edge_16"": 0, ""edge_17"": 0, ""edge_18"": 1, ""edge_19"": 0, ""edge_20"": 1, ""op_node_0"": ""conv3x3-bn-relu"", ""op_node_1"": ""conv3x3-bn-relu"", ""op_node_2"": ""conv3x3-bn-relu"", ""op_node_3"": ""conv3x3-bn-relu"", ""op_node_4"": ""conv3x3-bn-relu""}",False,False,legacy_best_visible_fallback,4ff4f035174606019c9574fe76e0c9756e21fd1985378bdbc8befceb2f1a2746
0defdd7dc02dfb5da59dd731,deepseek-v4-flash-0731,hpobench:nasbench101:A,cost_tight,2204,0.9380007982254028,0.9380007982254028,0.0,True,True,matching_tool_call,matching_tool_call,True,True,True,True,"{""edge_0"": 1, ""edge_1"": 1, ""edge_2"": 1, ""edge_3"": 0, ""edge_4"": 0, ""edge_5"": 0, ""edge_6"": 0, ""edge_7"": 0, ""edge_8"": 1, ""edge_9"": 0, ""edge_10"": 0, ""edge_11"": 0, ""edge_12"": 1, ""edge_13"": 1, ""edge_14"": 0, ""edge_15"": 0, ""edge_16"": 1, ""edge_17"": 0, ""edge_18"": 0, ""edge_19"": 1, ""edge_20"": 1, ""op_node_0"": ""conv3x3-bn-relu"", ""op_node_1"": ""conv1x1-bn-relu"", ""op_node_2"": ""maxpool3x3"", ""op_node_3"": ""conv1x1-bn-relu"", ""op_node_4"": ""conv3x3-bn-relu""}","{""edge_0"": 1, ""edge_1"": 1, ""edge_2"": 1, ""edge_3"": 0, ""edge_4"": 0, ""edge_5"": 0, ""edge_6"": 0, ""edge_7"": 0, ""edge_8"": 1, ""edge_9"": 0, ""edge_10"": 0, ""edge_11"": 0, ""edge_12"": 1, ""edge_13"": 1, ""edge_14"": 0, ""edge_15"": 0, ""edge_16"": 1, ""edge_17"": 0, ""edge_18"": 0, ""edge_19"": 1, ""edge_20"": 1, ""op_node_0"": ""conv3x3-bn-relu"", ""op_node_1"": ""conv1x1-bn-relu"", ""op_node_2"": ""maxpool3x3"", ""op_node_3"": ""conv1x1-bn-relu"", ""op_node_4"": ""conv3x3-bn-relu""}","{""edge_0"": 1, ""edge_1"": 1, ""edge_2"": 1, ""edge_3"": 0, ""edge_4"": 0, ""edge_5"": 0, ""edge_6"": 0, ""edge_7"": 0, ""edge_8"": 1, ""edge_9"": 0, ""edge_10"": 0, ""edge_11"": 0, ""edge_12"": 1, ""edge_13"": 1, ""edge_14"": 0, ""edge_15"": 0, ""edge_16"": 1, ""edge_17"": 0, ""edge_18"": 0, ""edge_19"": 1, ""edge_20"": 1, ""op_node_0"": ""conv3x3-bn-relu"", ""op_node_1"": ""conv1x1-bn-relu"", ""op_node_2"": ""maxpool3x3"", ""op_node_3"": ""conv1x1-bn-relu"", ""op_node_4"": ""conv3x3-bn-relu""}",False,False,visible_configuration_match,a5caa497c91a0fcace257cca7352f931b0f1f83d550770715c03e3b5874d6fb1
f308767c5cdebb261e46e256,deepseek-v4-flash-0731,hpobench:nasbench101:A,cost_tight,2208,0.845886747042338,0.845886747042338,0.0,True,True,matching_tool_call,matching_tool_call,True,True,True,True,"{""edge_0"": 1, ""edge_1"": 0, ""edge_2"": 0, ""edge_3"": 0, ""edge_4"": 0, ""edge_5"": 0, ""edge_6"": 1, ""edge_7"": 0, ""edge_8"": 0, ""edge_9"": 0, ""edge_10"": 0, ""edge_11"": 1, ""edge_12"": 0, ""edge_13"": 0, ""edge_14"": 0, ""edge_15"": 1, ""edge_16"": 0, ""edge_17"": 0, ""edge_18"": 1, ""edge_19"": 0, ""edge_20"": 1, ""op_node_0"": ""conv3x3-bn-relu"", ""op_node_1"": ""conv3x3-bn-relu"", ""op_node_2"": ""conv3x3-bn-relu"", ""op_node_3"": ""conv3x3-bn-relu"", ""op_node_4"": ""conv3x3-bn-relu""}","{""edge_0"": 1, ""edge_1"": 0, ""edge_2"": 0, ""edge_3"": 0, ""edge_4"": 0, ""edge_5"": 0, ""edge_6"": 1, ""edge_7"": 0, ""edge_8"": 0, ""edge_9"": 0, ""edge_10"": 0, ""edge_11"": 1, ""edge_12"": 0, ""edge_13"": 0, ""edge_14"": 0, ""edge_15"": 1, ""edge_16"": 0, ""edge_17"": 0, ""edge_18"": 1, ""edge_19"": 0, ""edge_20"": 1, ""op_node_0"": ""conv3x3-bn-relu"", ""op_node_1"": ""conv3x3-bn-relu"", ""op_node_2"": ""conv3x3-bn-relu"", ""op_node_3"": ""conv3x3-bn-relu"", ""op_node_4"": ""conv3x3-bn-relu""}","{""edge_0"": 1, ""edge_1"": 0, ""edge_2"": 0, ""edge_3"": 0, ""edge_4"": 0, ""edge_5"": 0, ""edge_6"": 1, ""edge_7"": 0, ""edge_8"": 0, ""edge_9"": 0, ""edge_10"": 0, ""edge_11"": 1, ""edge_12"": 0, ""edge_13"": 0, ""edge_14"": 0, ""edge_15"": 1, ""edge_16"": 0, ""edge_17"": 0, ""edge_18"": 1, ""edge_19"": 0, ""edge_20"": 1, ""op_node_0"": ""conv3x3-bn-relu"", ""op_node_1"": ""conv3x3-bn-relu"", ""op_node_2"": ""conv3x3-bn-relu"", ""op_node_3"": ""conv3x3-bn-relu"", ""op_node_4"": ""conv3x3-bn-relu""}",False,False,visible_configuration_match,380c04d4fee89f7cef780bbaf88aabd093260b90bcd6a7f7bc824265bfb364b2
7bebb7ba98193f9b1673a1b8,deepseek-v4-flash-0731,hpobench:nasbench101:B,cost_free,2200,0.9356971184412638,0.9356971184412638,0.0,True,True,matching_tool_call,matching_tool_call,True,True,True,True,"{""edge_0"": 20, ""edge_1"": 18, ""edge_2"": 15, ""edge_3"": 11, ""edge_4"": 6, ""edge_5"": 0, ""edge_6"": 10, ""edge_7"": 13, ""edge_8"": 3, ""op_node_0"": ""conv1x1-bn-relu"", ""op_node_1"": ""conv3x3-bn-relu"", ""op_node_2"": ""conv3x3-bn-relu"", ""op_node_3"": ""conv3x3-bn-relu"", ""op_node_4"": ""conv3x3-bn-relu""}","{""edge_0"": 20, ""edge_1"": 18, ""edge_2"": 15, ""edge_3"": 11, ""edge_4"": 6, ""edge_5"": 0, ""edge_6"": 10, ""edge_7"": 13, ""edge_8"": 3, ""op_node_0"": ""conv1x1-bn-relu"", ""op_node_1"": ""conv3x3-bn-relu"", ""op_node_2"": ""conv3x3-bn-relu"", ""op_node_3"": ""conv3x3-bn-relu"", ""op_node_4"": ""conv3x3-bn-relu""}","{""edge_0"": 20, ""edge_1"": 18, ""edge_2"": 15, ""edge_3"": 11, ""edge_4"": 6, ""edge_5"": 0, ""edge_6"": 10, ""edge_7"": 13, ""edge_8"": 3, ""op_node_0"": ""conv1x1-bn-relu"", ""op_node_1"": ""conv3x3-bn-relu"", ""op_node_2"": ""conv3x3-bn-relu"", ""op_node_3"": ""conv3x3-bn-relu"", ""op_node_4"": ""conv3x3-bn-relu""}",False,False,visible_configuration_match,465ef6fe34cf1031f1bdceb46efcb413e3b6853b84e86a54a13f66d79726e3a3
