slot_id,model,system,scenario,regime,strategy,item,order,source_sha256,label_acc,evidence_acc,explicit_diagnostic_hit
002b5a3ea1fc04cdac9323ac,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,cost_free,single,cc-large:5,2,14f8851b3b407f98933aa8ef82371398d7ec02be11448344d0511393c1acb287,0.8823529411764706,1.0,False
009520cbf83dcea0966e3c79,deepseek-v4-flash-0731,expgym,evidence_audit,cost_moderate,single,cc-large:7,2,eac696218b40486180e2f3b4d15a04eea0afa98b0d16f770a7b39577716f052b,0.8823529411764706,0.8235294117647058,False
019f6fb1572847739e8d470c,glm-5.3,expgym,evidence_audit,cost_tight,single,cc-large:7,2,5933486f6cf5885132356c8090cee9eae33f24c7df669308f3a1762e66e54109,0.8823529411764706,0.8235294117647058,False
01ca84984a7cf74bb847c74b,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,cost_free,single,cc-large:12,0,afa18110a45b3de1613155d1bc3ffcc31ad7e8862ecb493707d124dc9cfa129e,0.8823529411764706,0.8823529411764706,False
01f285ffb405b5bc177cb9cb,glm-5.3,expgym,evidence_audit,cost_free,single,cc-large:12,2,b6f34f680683e8f77e9d9189f68718072c1ee40e1c01e756782afff43427fb3e,0.0,0.0,False
02360bad8e3f0903da3555e9,kimi-k3,expgym,evidence_audit,cost_tight,single,cc-large:11,1,f6f9ccf3754e286512d005d84bd0c56fd1da16e7096a87054d1eafc8c1689638,0.8823529411764706,0.4117647058823529,False
02678fef7b6e71fe9702fb4d,gemini-3.8-flash-medium,expgym,evidence_audit,cost_free,single,cc-large:5,2,17f55229241cb5e2c29e5830a3f2d9e34cb458d4bbd80b888c3c0d04293e38a3,0.9411764705882353,1.0,False
02b129f79c4868fd892338cf,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,cost_tight,single,cc-large:3,2,89d03c135ffc31e008148b2f449ad9cdb63a65831c007d5f59518561acb590d0,0.8235294117647058,0.8823529411764706,False
02ef8fd679b1603136dfd1ac,glm-5.3,expgym,evidence_audit,cost_free,single,cc-large:0,2,8af4fb147df1c3e9bc81c482ccd39fcf37157939a4c93bdd43e5c8271e58d9cf,0.9411764705882353,0.8823529411764706,False
0337143e82abcb159cbf221f,kimi-k3,expgym,evidence_audit,cost_tight,single,cc-large:4,2,8285fac606f38ef91364bcb088fc7aaff293cdfe56d35bbf6bb8287aa863197e,0.9411764705882353,0.6470588235294118,False
0346d154aa8613750e1fafdc,gemini-3.8-flash-medium,expgym,evidence_audit,cost_free,single,cc-large:3,0,44b13e20a542d770085581b93507b0afa8b2392d745f4fe454e929e4f090d71f,0.9411764705882353,1.0,False
04bd64dc8a028955c993d076,gpt-5.6-sol,expgym,evidence_audit,cost_moderate,single,cc-large:12,1,e85909a1eeb14119ede6bd4462e6a60aa66949ebf995f635e38e129df38a2021,0.7647058823529411,0.47058823529411764,False
050fbe998212b970817c5265,deepseek-v4-flash-0731,expgym,evidence_audit,cost_moderate,single,cc-large:2,1,bbe26be2de7094499019cba21780725e74ab040b35ed325b7b9c1785825b9c5d,0.0,0.0,False
055734827fe8b732b97f7436,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,cost_free,single,cc-large:7,2,731583375046371ad172dffb04cab42785e20a112a15bce229c62099b7f37c96,1.0,1.0,False
05de8e772e53af8f9f1a40d6,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:4,1,0ef463dde8532c4706748f68289e5544a69781acab877b930d715832a5951a55,0.8823529411764706,0.6470588235294118,False
05ec66f1cd3d0793932a3ba0,gemini-3.8-flash-medium,expgym,evidence_audit,cost_free,single,cc-large:12,0,a9649cce1a9c2330f79c1fecda23327ad4c5d54d9a111fe7e7665272d0b94aae,0.9411764705882353,0.9411764705882353,False
07464f6e705e5d88bdfdad3c,kimi-k3,expgym,evidence_audit,cost_moderate,single,cc-large:5,0,e4f7c3f72d5785e2eb23a37eea49d282b1820e898f2f95ce8d58d78dfd965f46,0.7647058823529411,0.8823529411764706,False
076155de757ae74336f7d896,gemini-3.8-flash-medium,expgym,evidence_audit,cost_tight,single,cc-large:9,2,b40ce93e2f8b64d0fab6e499bd287f507e97f5f59ff015b087c71817669cd686,0.8235294117647058,0.8235294117647058,False
07be56960a9bdc10f8e4a70e,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,cost_tight,single,cc-large:2,2,3d958ca5f7a6a93853b2b0d55b0963491ae1d7db4ecc9676b6ad2fa2da3c01bd,0.7647058823529411,0.8235294117647058,False
