model,budget,metric,old,new,delta
glm-5.3,cost_free,empty_evidence_exact,0.7051282051282051,0.8846153846153846,0.17948717948717952
glm-5.3,cost_free,empty_joint_correct,0.7051282051282051,0.8846153846153846,0.17948717948717952
glm-5.3,cost_free,empty_label_correct,0.7051282051282051,0.8846153846153846,0.17948717948717952
glm-5.3,cost_free,evidence_acc,0.6847662141779789,0.8642533936651584,0.17948717948717952
glm-5.3,cost_free,joint_acc,0.6681749622926093,0.8446455505279035,0.17647058823529416
glm-5.3,cost_free,label_acc,0.6923076923076923,0.8687782805429864,0.17647058823529416
glm-5.3,cost_free,nonempty_evidence_exact,0.6738748431056123,0.8533620225927918,0.17948717948717952
glm-5.3,cost_free,nonempty_evidence_precision,0.7016317016317016,0.8811188811188811,0.17948717948717952
glm-5.3,cost_free,nonempty_evidence_recall,0.6959864921403383,0.8754736716275178,0.17948717948717952
glm-5.3,cost_free,nonempty_joint_correct,0.6289919482227174,0.804510873741643,0.17551892551892556
glm-5.3,cost_free,nonempty_label_correct,0.6691210498902807,0.8446399754092062,0.17551892551892556
glm-5.3,cost_free,nonempty_missing_any,0.32020799713107406,0.14072081764389457,-0.1794871794871795
glm-5.3,cost_free,verification_eff,0.8982849070235948,0.8990861890748768,0.0008012820512820484
glm-5.3,cost_free,visible_verification_eff,0.8982849070235948,0.8990861890748768,0.0008012820512820484
glm-5.3,cost_moderate,correct_label_wrong_evidence_conditional,0.1434469941822883,0.12989388062917476,-0.013553113553113533
glm-5.3,cost_moderate,empty_evidence_exact,0.7433233433233433,0.8318694126386434,0.08854606931530018
glm-5.3,cost_moderate,empty_evidence_precision,0.9228105228105228,0.9087924895617203,-0.014018033248802464
glm-5.3,cost_moderate,empty_extra_any,0.07718947718947719,0.09120751043827967,0.014018033248802478
glm-5.3,cost_moderate,empty_joint_correct,0.7433233433233433,0.8318694126386434,0.08854606931530018
glm-5.3,cost_moderate,empty_label_correct,0.7433233433233433,0.8318694126386434,0.08854606931530018
glm-5.3,cost_moderate,evidence_acc,0.6787330316742082,0.751131221719457,0.07239819004524883
glm-5.3,cost_moderate,joint_acc,0.665158371040724,0.7360482654600302,0.07088989441930627
glm-5.3,cost_moderate,label_acc,0.7601809954751131,0.8521870286576169,0.09200603318250378
glm-5.3,cost_moderate,label_correct_wrong_evidence_rate,0.09502262443438914,0.11613876319758673,0.021116138763197595
glm-5.3,cost_moderate,nonempty_correct_label_wrong_evidence_conditional,0.20791644253182714,0.19851473313011775,-0.009401709401709396
glm-5.3,cost_moderate,nonempty_evidence_exact,0.641270695116849,0.7054718785488017,0.06420118343195269
glm-5.3,cost_moderate,nonempty_evidence_precision,0.7529444914060299,0.8412087912087912,0.08826429980276129
glm-5.3,cost_moderate,nonempty_evidence_recall,0.7239206377667916,0.8051007824084747,0.0811801446416831
glm-5.3,cost_moderate,nonempty_extra_any,0.06384897154127923,0.08081149619611158,0.016962524654832348
glm-5.3,cost_moderate,nonempty_joint_correct,0.6035417573879113,0.6613326844096075,0.05779092702169619
glm-5.3,cost_moderate,nonempty_label_correct,0.7505084658930813,0.842717538871385,0.09220907297830372
glm-5.3,cost_moderate,nonempty_label_correct_wrong_evidence,0.14696670850517005,0.18138485446177754,0.0344181459566075
glm-5.3,cost_moderate,nonempty_missing_any,0.3405065020449636,0.2723605454374685,-0.06814595660749506
glm-5.3,cost_moderate,verification_eff,0.16939306294509915,0.16532912474654557,-0.004063938198553579
glm-5.3,cost_moderate,visible_verification_eff,0.1623714771904817,0.15830753899192812,-0.004063938198553579
glm-5.3,cost_tight,correct_label_wrong_evidence_conditional,0.309551226802358,0.3104059276570589,0.0008547008547008517
glm-5.3,cost_tight,empty_evidence_exact,0.6726222495453265,0.6909372678603448,0.01831501831501836
glm-5.3,cost_tight,empty_evidence_precision,0.8264684033914803,0.819142396065473,-0.0073260073260073
glm-5.3,cost_tight,empty_extra_any,0.1735315966085197,0.18085760393452702,0.007326007326007328
glm-5.3,cost_tight,empty_joint_correct,0.6726222495453265,0.6909372678603448,0.01831501831501836
glm-5.3,cost_tight,empty_label_correct,0.6726222495453265,0.6909372678603448,0.01831501831501836
glm-5.3,cost_tight,evidence_acc,0.502262443438914,0.5158371040723982,0.013574660633484226
glm-5.3,cost_tight,joint_acc,0.48868778280542985,0.502262443438914,0.01357466063348417
glm-5.3,cost_tight,label_acc,0.7360482654600301,0.7586726998491704,0.022624434389140302
glm-5.3,cost_tight,label_correct_wrong_evidence_rate,0.2473604826546003,0.2564102564102564,0.009049773755656076
glm-5.3,cost_tight,nonempty_correct_label_wrong_evidence_conditional,0.5037774903159519,0.5050595415980031,0.0012820512820512775
glm-5.3,cost_tight,nonempty_evidence_exact,0.3899993169223938,0.4002557271788041,0.010256410256410275
glm-5.3,cost_tight,nonempty_evidence_precision,0.7413012913012913,0.7643782143782144,0.023076923076923106
glm-5.3,cost_tight,nonempty_evidence_recall,0.596104849566388,0.6107202341817727,0.014615384615384697
glm-5.3,cost_tight,nonempty_extra_any,0.09896684512069127,0.10153094768479384,0.002564102564102569
glm-5.3,cost_tight,nonempty_joint_correct,0.360145837068914,0.37040224732532423,0.01025641025641022
glm-5.3,cost_tight,nonempty_label_correct,0.7755167909014062,0.8011578165424319,0.02564102564102566
glm-5.3,cost_tight,nonempty_label_correct_wrong_evidence,0.4153709538324923,0.43075556921710767,0.015384615384615385
glm-5.3,cost_tight,nonempty_missing_any,0.5766310612464458,0.5663746509900356,-0.01025641025641022
kimi-k3,cost_free,empty_evidence_exact,0.9062881562881563,0.931929181929182,0.02564102564102566
kimi-k3,cost_free,empty_joint_correct,0.902014652014652,0.9276556776556777,0.02564102564102566
kimi-k3,cost_free,empty_label_correct,0.902014652014652,0.9276556776556777,0.02564102564102566
kimi-k3,cost_free,evidence_acc,0.894419306184012,0.9200603318250377,0.02564102564102566
kimi-k3,cost_free,joint_acc,0.8717948717948718,0.8959276018099548,0.02413273001508298
kimi-k3,cost_free,label_acc,0.9260935143288085,0.9502262443438914,0.02413273001508287
kimi-k3,cost_free,nonempty_evidence_exact,0.8844864537172229,0.9101274793582486,0.02564102564102566
kimi-k3,cost_free,nonempty_evidence_precision,0.9510907895523281,0.9767318151933536,0.02564102564102555
kimi-k3,cost_free,nonempty_evidence_recall,0.9263740817586972,0.9520151073997228,0.02564102564102566
kimi-k3,cost_free,nonempty_joint_correct,0.8358295550603243,0.8550603242910936,0.019230769230769273
kimi-k3,cost_free,nonempty_label_correct,0.9237296891143045,0.9429604583450737,0.019230769230769162
kimi-k3,cost_free,nonempty_missing_any,0.11038534115457192,0.08474431551354628,-0.025641025641025647
kimi-k3,cost_moderate,correct_label_wrong_evidence_conditional,0.22267184487207112,0.22291428405681799,0.00024243918474686765
kimi-k3,cost_moderate,empty_evidence_exact,0.8011279318971627,0.8292109599801908,0.028083028083028094
kimi-k3,cost_moderate,empty_evidence_precision,0.8524099831792139,0.8292109599801908,-0.023199023199023117
kimi-k3,cost_moderate,empty_extra_any,0.14759001682078604,0.17078904001980924,0.0231990231990232
kimi-k3,cost_moderate,empty_joint_correct,0.8011279318971627,0.8292109599801908,0.028083028083028094
kimi-k3,cost_moderate,empty_label_correct,0.8011279318971627,0.8292109599801908,0.028083028083028094
kimi-k3,cost_moderate,evidence_acc,0.6877828054298643,0.7194570135746606,0.03167420814479638
kimi-k3,cost_moderate,joint_acc,0.6666666666666666,0.6968325791855203,0.0301659125188537
kimi-k3,cost_moderate,label_acc,0.8536953242835595,0.8959276018099547,0.042232277526395134
kimi-k3,cost_moderate,label_correct_wrong_evidence_rate,0.1870286576168929,0.1990950226244344,0.01206636500754149
kimi-k3,cost_moderate,nonempty_correct_label_wrong_evidence_conditional,0.36045421814652584,0.35759425759425756,-0.0028599605522682814
kimi-k3,cost_moderate,nonempty_evidence_exact,0.5935197281351128,0.625754160369545,0.03223443223443223
kimi-k3,cost_moderate,nonempty_evidence_precision,0.8614023796716105,0.9086551269243577,0.047252747252747196
kimi-k3,cost_moderate,nonempty_evidence_recall,0.7548246767477537,0.7963265082495852,0.04150183150183151
kimi-k3,cost_moderate,nonempty_extra_any,0.08027570719878412,0.08650281342589035,0.006227106227106233
kimi-k3,cost_moderate,nonempty_joint_correct,0.5379530725684571,0.5683560029713876,0.030402930402930406
kimi-k3,cost_moderate,nonempty_label_correct,0.863371244140475,0.9128217935910243,0.049450549450549386
kimi-k3,cost_moderate,nonempty_label_correct_wrong_evidence,0.32541817157201774,0.3444657906196368,0.019047619047619035
kimi-k3,cost_moderate,nonempty_missing_any,0.3725189340573956,0.3384529999914615,-0.03406593406593411
kimi-k3,cost_moderate,verification_eff,0.28004139316356513,0.2892067292519781,0.009165336088412968
kimi-k3,cost_moderate,visible_verification_eff,0.27387533699750893,0.28395642400167287,0.010081087004163936
kimi-k3,cost_tight,correct_label_wrong_evidence_conditional,0.35768526345449425,0.3601507466892082,0.002465483234713961
kimi-k3,cost_tight,empty_evidence_exact,0.6639241100779563,0.6844369305907767,0.02051282051282044
kimi-k3,cost_tight,empty_evidence_precision,0.7152061613600075,0.7100779562318024,-0.00512820512820511
kimi-k3,cost_tight,empty_extra_any,0.28479383863999247,0.28992204376819763,0.0051282051282051655
kimi-k3,cost_tight,empty_joint_correct,0.6639241100779563,0.6844369305907767,0.02051282051282044
kimi-k3,cost_tight,empty_label_correct,0.6639241100779563,0.6844369305907767,0.02051282051282044
kimi-k3,cost_tight,evidence_acc,0.5158371040723982,0.526395173453997,0.010558069381598756
kimi-k3,cost_tight,joint_acc,0.5037707390648567,0.5128205128205128,0.009049773755656076
kimi-k3,cost_tight,label_acc,0.7948717948717948,0.8144796380090498,0.019607843137254943
kimi-k3,cost_tight,label_correct_wrong_evidence_rate,0.2911010558069382,0.30165912518853694,0.010558069381598756
kimi-k3,cost_tight,nonempty_correct_label_wrong_evidence_conditional,0.5534074187920341,0.5562564216410371,0.002849002849002913
kimi-k3,cost_tight,nonempty_evidence_exact,0.41163750779135394,0.4180477642016104,0.006410256410256443
kimi-k3,cost_tight,nonempty_evidence_precision,0.8180452738145046,0.8383444191136499,0.020299145299145227
kimi-k3,cost_tight,nonempty_evidence_recall,0.6545385099231253,0.669139649524265,0.014601139601139623
kimi-k3,cost_tight,nonempty_extra_any,0.14917859917859919,0.15345210345210344,0.004273504273504258
kimi-k3,cost_tight,nonempty_joint_correct,0.38263872879257493,0.3869122330660792,0.004273504273504258
kimi-k3,cost_tight,nonempty_label_correct,0.8756034563726871,0.8948342256034564,0.019230769230769273
kimi-k3,cost_tight,nonempty_label_correct_wrong_evidence,0.49296472758011217,0.5079219925373771,0.01495726495726496
kimi-k3,cost_tight,nonempty_missing_any,0.5397615205307513,0.5312145119837428,-0.008547008547008517
kimi-k3,cost_tight,verification_eff,0.12461438134515057,0.1254538196845889,0.0008394383394383365
kimi-k3,cost_tight,visible_verification_eff,0.11227116900193823,0.11311060734137657,0.0008394383394383365
qwen3.8-2.4t-a95b-fp8,cost_free,agent_steps,28.333333333333332,28.358974358974358,0.02564102564102555
qwen3.8-2.4t-a95b-fp8,cost_free,feedback_irrelevant,10.0,10.051282051282051,0.0512820512820511
qwen3.8-2.4t-a95b-fp8,cost_free,gold_empty_query_calls,11.564102564102564,11.615384615384615,0.0512820512820511
qwen3.8-2.4t-a95b-fp8,cost_free,repeat_calls,13.179487179487179,13.23076923076923,0.0512820512820511
qwen3.8-2.4t-a95b-fp8,cost_free,simulated_feedback_cost,8356.558677457178,8372.954341698534,16.395664241355917
qwen3.8-2.4t-a95b-fp8,cost_free,tool_calls,27.82051282051282,27.871794871794872,0.0512820512820511
qwen3.8-2.4t-a95b-fp8,cost_free,visible_feedback_irrelevant,10.0,10.051282051282051,0.0512820512820511
qwen3.8-2.4t-a95b-fp8,cost_free,visible_repeat_calls,13.179487179487179,13.23076923076923,0.0512820512820511
qwen3.8-2.4t-a95b-fp8,cost_free,visible_tool_calls,27.82051282051282,27.871794871794872,0.0512820512820511
qwen3.8-2.4t-a95b-fp8,cost_tight,agent_steps,3.4615384615384617,3.4358974358974357,-0.025641025641025994
qwen3.8-2.4t-a95b-fp8,cost_tight,budget_fraction,1.0177269709930674,1.017472184451557,-0.0002547865415103434
qwen3.8-2.4t-a95b-fp8,cost_tight,empty_queried,0.1684956069571454,0.16652322036937423,-0.0019723865877711855
qwen3.8-2.4t-a95b-fp8,cost_tight,gold_empty_query_calls,2.0256410256410255,2.0,-0.02564102564102555
qwen3.8-2.4t-a95b-fp8,cost_tight,gold_nonempty_query_calls,1.0256410256410255,1.0512820512820513,0.025641025641025772
qwen3.8-2.4t-a95b-fp8,cost_tight,natural_answer,0.358974358974359,0.3846153846153846,0.025641025641025605
qwen3.8-2.4t-a95b-fp8,cost_tight,nonempty_evidence_precision,0.8826810511425897,0.8858861793477179,0.0032051282051281937
qwen3.8-2.4t-a95b-fp8,cost_tight,nonempty_extra_any,0.15441524287678135,0.14800498646652493,-0.006410256410256415
qwen3.8-2.4t-a95b-fp8,cost_tight,nonempty_queried,0.06703510165048626,0.07344535806074268,0.006410256410256415
qwen3.8-2.4t-a95b-fp8,cost_tight,simulated_feedback_cost,915.9542738937606,915.7249660064012,-0.22930788735936858
qwen3.8-2.4t-a95b-fp8,cost_tight,visible_nonempty_query_calls,0.6923076923076923,0.717948717948718,0.02564102564102566
