slot_id,model,item,regime,strategy,seed,outer_repeat,rerun_reason,state,new_job_id,result_sha256,completion_sha256,execution_complete,score_complete,error
042f8a0c883918035d147e0e,gemini-3.8-flash-medium,hpobench:nasbench101:A,cost_tight,poolact,2200,0,entire legacy graph protocol cohort; includes no-observed-collision slots,verified_complete,job_1ea3a23030d53af77c5c893d7188b54556e12895aa002510fcaea21f18b94bb1,1c3f68999bd0dbc34d89890c4d929eba08bea4181a6208550f235c837e8fd2e7,a8191fdc3f7b073de81f9f51f1f3ed7d527f2b40861c487c0a303f5bf597359b,True,True,
0528aa82238ccb6ab56e8172,gemini-3.8-flash-medium,hpobench:nasbench101:B,cost_moderate,poolact,2200,0,entire legacy graph protocol cohort; includes no-observed-collision slots,verified_complete,job_8ade7b319723e6dce66f0b4a8aa4b430ed1e2e7654a0cd320a0384b4f9d6f345,0fce39746481e4cc16de55078cfa0087d82db82e3e1ed57a3d695bd28fd979bb,f18529a322f0404e5c311169b8701b7f36f8457f063bbe17dad0a03b57ed1d0f,True,True,
07ee7c56cee1e84ee2c6fda1,gemini-3.8-flash-medium,hpobench:nasbench101:A,cost_tight,poolact,2208,2,entire legacy graph protocol cohort; includes no-observed-collision slots,verified_complete,job_0cbc91f233dccff200689d9cb2998a83df672091459e47b9415f1a8a57f30cf7,ff901fe4a5ed00d173fb74a739883c03502dcf9dd9599bc2f8eb7c1a1dd4f11c,4474d1c4cff5f08b7c794bd335401a29e1ba0264b572419ab071aabd9035ed4d,True,True,
0aa854be1610459f67f8176b,gpt-5.6-sol,hpobench:nasbench101:A,cost_tight,poolact,2204,1,entire legacy graph protocol cohort; includes no-observed-collision slots,verified_complete,job_2fc154d3833eedc80bd237a7704d22c64a2fb2540f45a60a6c71b9bde36bfe7c,91ffef2f0dc31d5ed0134cd3e4f8595dd091342e682386d03de1616eb0a07df3,971c2f9f9be1260effea6c98b1322566d7ef618f02d8be158d44395c52622bc3,True,True,
0b9da8c9f6429679cc6eb654,gpt-5.6-sol,hpobench:nasbench101:B,cost_tight,poolact,2208,2,entire legacy graph protocol cohort; includes no-observed-collision slots,verified_complete,job_8568097efaba6b37269ffbfb67fc68eb1493492ad9086032bdf919c6c43b3ade,405131a2b9ae569439579dc25e5e74461365330ebed18bd96e908cfe61c83cd2,af81796074189c6f47c3b747a3f0267692da1fcb1cde938bf6cba79e98d4d100,True,True,
1004ff7a313febf84de7f7c5,gemini-3.8-flash-medium,hpobench:nasbench101:C,cost_tight,poolact,2208,2,entire legacy graph protocol cohort; includes no-observed-collision slots,verified_complete,job_80050a13093e416775e8f2cb021a6f7470f2e006f11958ed9efdf18c91b153f8,6845a2eeaf1214a38183ed676b482df59f0a1784e2a790160f2d5ff1b688348c,f5efdfde7ff97c9758e5d6c2d0319f8f70ccce39293f1dad13b17ea13f0e7d01,True,True,
152bd78d7ad15159994ab8e7,gemini-3.8-flash-medium,hpobench:nasbench101:C,cost_tight,naive,2204,1,paired control migration from Sub2 Gemini to fixed OpenRouter provider,verified_complete,job_c650afd8a4970c08b8e415fb6f090034d076ef2a488c466e698fbf1c7d212697,94eba34baedd412557328618f05b39d17c7e8744a47571e560add69aeaae47db,f8febfee17cd58e308784304fb51dc4a7ed9d965ca82d6103e106cd18ebd03f1,True,True,
16eb77afda8e7ca3474ca976,kimi-k3,hpobench:nasbench101:B,cost_moderate,poolact,2204,1,entire legacy graph protocol cohort; includes no-observed-collision slots,verified_complete,job_771526b50401ebeba90b339a86b28bd02893b22a702cb6e617f9bdd4a94aece8,82752535f19ee86db35b4537cf7bc5d3f41287f2b5ec17f48ea58c18d829415c,e001b9c6a279797edcf909f24e70546d38b3365eb58a6fad7c7da43716fb40de,True,True,
1a408555e37e39b4580d2acf,qwen3.8-2.4t-a95b-fp8,hpobench:nasbench101:C,cost_tight,poolact,2204,1,entire legacy graph protocol cohort; includes no-observed-collision slots,verified_complete,job_88d4ea05628cc8739d413c5768ced98da4e788742e101f626bb90a2c0b13f4d3,9e57beded1db971706c9ffdf6afa57cc71415570faa80fd3a114274eaedf9913,39448ee87ccfc1d0d129b1332a21f673b61353ebd136b9ccc8aecb63f7827396,True,True,
21c2f1decbe9463d3050994d,gemini-3.8-flash-medium,hpobench:nasbench101:C,cost_moderate,poolact,2208,2,entire legacy graph protocol cohort; includes no-observed-collision slots,verified_complete,job_8aad564c8a6cce85c6d1dae10c3bec0e3565d50d2b85058a838129324d56f6ee,0efec3df4ec5b6d1a2eb7ba4ec47de6ec772e93867b28c3825710e32464e08e9,0a7277a2039a4c67321ffccbb19d1ec1ca949b0b6f624f6579da42ce91e02123,True,True,
2216c2262047ffcbcde63a69,qwen3.8-2.4t-a95b-fp8,hpobench:nasbench101:C,cost_moderate,poolact,2200,0,entire legacy graph protocol cohort; includes no-observed-collision slots,verified_complete,job_d410eab131cc170579aa9210325afc528c70f3fc14e7e490e5ff32f68f3dfe9b,97f518ea3a6bede4b20be39486c6d729bd5a786abfd14944a759294efded70d7,ae4a0ca896a361ee33fb19ca5337fe89666477794ca5a2f70ba64eb9a287ab3d,True,True,
2436b7dbc783152fc8002459,glm-5.3,hpobench:nasbench101:C,cost_moderate,poolact,2208,2,entire legacy graph protocol cohort; includes no-observed-collision slots,verified_complete,job_2aaa22cc0bc63ff11e7c466db1ada4a0cf6f2797c1919c16e87bd54ec5433a4a,ea581b1cd43a9bf79311453e66efb72f1ec72016ba48a41a910100f0540e8743,2ad06345b0e537996f40fd9ca23e525f1b04ba96bedd2781811103151cc12df0,True,True,
2ac7531ef7a7d828a1579455,gemini-3.8-flash-medium,hpobench:nasbench101:B,cost_moderate,naive,2204,1,paired control migration from Sub2 Gemini to fixed OpenRouter provider,verified_complete,job_17a3431e1b8ec5db3af6a37aab7bab4a7be160cd24a60f660d2fcee0d7b2230e,af29c8686bb069a4768845a7124a392614f1c3caa00a5a3c83c340d7d42d3eb5,199b79b3a5f3d3eac633dbfa029fc7b0e14da1c1e2def3a99226894c67376260,True,True,
2d65764c60e05648dc33a059,qwen3.8-2.4t-a95b-fp8,hpobench:nasbench101:C,cost_moderate,poolact,2204,1,entire legacy graph protocol cohort; includes no-observed-collision slots,verified_complete,job_92529b919d232746355905676f66ccf217101f74339e963970ea3390b846c972,9c9f165121ee285b522deceaf3665f1a4dd7da5bc764f427ecea7e247938c7ff,1f91b975e10925c5b9c10346f91406b967643cf753653c912f88b5c9cceae86a,True,True,
2d67f8b25b83bf2c86d75c1b,gemini-3.8-flash-medium,hpobench:nasbench101:A,cost_moderate,poolact,2204,1,entire legacy graph protocol cohort; includes no-observed-collision slots,verified_complete,job_376ab4e730ba715abbb47c26455c792c0a8c471682a56703a79dd71be90715b9,af4ef2a038603d8b29be708ede6e3f5465d5d8f41ef494f71004897a721f5b4c,48ca1d6a43d439fbe7b5678a8d5f4f28ffba193b2176de1eb7bc40d77d3d59a8,True,True,
2dbdd87bb9597181b0cbcdd8,gemini-3.8-flash-medium,hpobench:nasbench101:B,cost_tight,poolact,2200,0,entire legacy graph protocol cohort; includes no-observed-collision slots,verified_complete,job_e90c57f1a215b0bf20d4999ed0675c5ea671dffeb747fe8a274e00e4b72540aa,734dd81cae8d2556d82af9a00d7cc028ef169fe6f76c12166ec5ae990cf9243d,9c4a2fe0a78213d797df6ad7308929dbb3e12e122c12218bc0c95b4a57682dbf,True,True,
30ac923531f53427496e3858,gemini-3.8-flash-medium,hpobench:nasbench101:A,cost_moderate,poolact,2200,0,entire legacy graph protocol cohort; includes no-observed-collision slots,verified_complete,job_ebfe0556a0b690725d1b5aa5899a0a3d35ca0ab4e3b11fc790b47d87093f71be,9f3164488b8cdf4ce8f4aabdbe5e1966a301f176550fcfe9f7580301187ecf08,ae127c8600759afbf2c12a2c965afc6e6bf803c33a95b3f67aa2b812f76f06d8,True,True,
315b8fab73656791df8bfe58,gemini-3.8-flash-medium,hpobench:nasbench101:A,cost_tight,naive,2200,0,paired control migration from Sub2 Gemini to fixed OpenRouter provider,verified_complete,job_8e1fc8e88d2e166e0099a7e566db5b36bf34e0a23a6882e28c6c982fe94b104f,70c39751c4f668d000686a3099d5467b8f8935f8bbf7c2fc67b14ab75f367d2a,cf947f934cd7029016986af5aeddfa4d7d3e1e9d75a70688c8b754b5f3aba28a,True,True,
335906464bcc2b9063bf8c2e,gemini-3.8-flash-medium,hpobench:nasbench101:B,cost_tight,poolact,2208,2,entire legacy graph protocol cohort; includes no-observed-collision slots,verified_complete,job_03c3055d8b3a94c1df55655bfc0424865cf911dbf5f4293419af8981a7641da9,ad85333d0d1b0055987ddb500d7adbda318f4f5981b966ee965d171e3ad178a6,30d02f67689a4ce9e41abf6c76fde469472c28bc3e452d4f7b8804951db69f33,True,True,
3b0441d032843b1daaa84d2e,qwen3.8-2.4t-a95b-fp8,hpobench:nasbench101:C,cost_tight,poolact,2200,0,entire legacy graph protocol cohort; includes no-observed-collision slots,verified_complete,job_f316287efddc3be81c5efed5bb8f250f07628065504e31f838576b094b0252d5,bc23dd2ff07633c53ad3da1d8e0aa8c61d956d3d3e78e163151c9b8fc0e30778,7163a31699d5bf34d208060ad054862f7d5b1f00b695c37000a777e746384922,True,True,
3b07c4986a69d9c63c3730ba,gemini-3.8-flash-medium,hpobench:nasbench101:B,cost_tight,naive,2208,2,paired control migration from Sub2 Gemini to fixed OpenRouter provider,verified_complete,job_9642afb38e566b539b180083f7d819e94d446077df3707ff2b9858a6f7807608,989fb76d0afcbf7cd472319765f43cec47118973706d49b6fc922a564ecc4e0e,59afc6dee0d1662f496abc079d811a38bb234449b08323eaa15153a48c8d549b,True,True,
4246bf1e4869b870364594cd,qwen3.8-2.4t-a95b-fp8,hpobench:nasbench101:C,cost_tight,poolact,2208,2,entire legacy graph protocol cohort; includes no-observed-collision slots,verified_complete,job_b88b3c1d82f6dad984e49912962c296c7e319e558fed759989939f81e3b92619,d0ee89a273f9432c8e83caa3c6d3bbece5853a6ca4d9b2fc5e8a7ed1f2a2d5cf,5b6eb2bfa160579f9dcd7f92eb3809f3ebe9b5df105272a5c1f9e32cc093b2a3,True,True,
433d6c57ce283ad7e2127c46,glm-5.3,hpobench:nasbench101:C,cost_moderate,poolact,2204,1,entire legacy graph protocol cohort; includes no-observed-collision slots,verified_complete,job_552db53c6179e388e5a8e4997e7b84fc9b8731f8fdd1cc2426a899d08e58ec00,318a5ecd764bea108bf46f4ad61a9c513f3936f3f8a4541255e7155eea24fa7c,c3a822d5e04eafcefc566ea20f4538f69a5c40de687b07b672dece05446a8db4,True,True,
