slot_id,new_job_id,agent_id,seed,final_answer,extracted_answer,performance,score_complete,answer_score_source,selected_record,reason,assistant_turns_checked,nonterminal_accepted_finals,terminal_classification,result_sha256,parser_sha256
042f8a0c883918035d147e0e,job_1ea3a23030d53af77c5c893d7188b54556e12895aa002510fcaea21f18b94bb1,0,2200,"{""edge_0"": 1, ""edge_1"": 1, ""edge_10"": 1, ""edge_11"": 0, ""edge_12"": 0, ""edge_13"": 0, ""edge_14"": 1, ""edge_15"": 0, ""edge_16"": 0, ""edge_17"": 1, ""edge_18"": 1, ""edge_19"": 0, ""edge_2"": 1, ""edge_20"": 1, ""edge_3"": 1, ""edge_4"": 0, ""edge_5"": 0, ""edge_6"": 0, ""edge_7"": 0, ""edge_8"": 0, ""edge_9"": 0, ""op_node_0"": ""conv1x1-bn-relu"", ""op_node_1"": ""conv3x3-bn-relu"", ""op_node_2"": ""conv3x3-bn-relu"", ""op_node_3"": ""conv3x3-bn-relu"", ""op_node_4"": ""conv3x3-bn-relu""}","{""edge_0"": 1, ""edge_1"": 1, ""edge_10"": 1, ""edge_11"": 0, ""edge_12"": 0, ""edge_13"": 0, ""edge_14"": 1, ""edge_15"": 0, ""edge_16"": 0, ""edge_17"": 1, ""edge_18"": 1, ""edge_19"": 0, ""edge_2"": 1, ""edge_20"": 1, ""edge_3"": 1, ""edge_4"": 0, ""edge_5"": 0, ""edge_6"": 0, ""edge_7"": 0, ""edge_8"": 0, ""edge_9"": 0, ""op_node_0"": ""conv1x1-bn-relu"", ""op_node_1"": ""conv3x3-bn-relu"", ""op_node_2"": ""conv3x3-bn-relu"", ""op_node_3"": ""conv3x3-bn-relu"", ""op_node_4"": ""conv3x3-bn-relu""}",0.9421741366386414,True,matching_tool_call,eval_records[2],visible_configuration_match,5,0,completed_scored,1c3f68999bd0dbc34d89890c4d929eba08bea4181a6208550f235c837e8fd2e7,6b09495845fa6c1dc324a82ba471bcfba59265aaa4912ff0acf8307239e84bed
042f8a0c883918035d147e0e,job_1ea3a23030d53af77c5c893d7188b54556e12895aa002510fcaea21f18b94bb1,1,2201,"{""edge_11"":0,""edge_14"":1,""edge_18"":1,""edge_1"":1,""edge_9"":0,""edge_15"":1,""op_node_1"":""conv3x3-bn-relu"",""edge_7"":0,""op_node_2"":""conv3x3-bn-relu"",""edge_16"":0,""edge_8"":0,""edge_2"":1,""edge_0"":1,""edge_4"":0,""edge_17"":1,""edge_20"":1,""edge_5"":0,""edge_13"":0,""edge_6"":0,""edge_10"":1,""edge_19"":0,""op_node_4"":""conv3x3-bn-relu"",""edge_12"":0,""edge_3"":0,""op_node_0"":""conv3x3-bn-relu"",""op_node_3"":""conv3x3-bn-relu""}","{""edge_0"": 1, ""edge_1"": 1, ""edge_10"": 1, ""edge_11"": 0, ""edge_12"": 0, ""edge_13"": 0, ""edge_14"": 1, ""edge_15"": 0, ""edge_16"": 0, ""edge_17"": 1, ""edge_18"": 1, ""edge_19"": 0, ""edge_2"": 1, ""edge_20"": 1, ""edge_3"": 1, ""edge_4"": 0, ""edge_5"": 0, ""edge_6"": 0, ""edge_7"": 0, ""edge_8"": 0, ""edge_9"": 0, ""op_node_0"": ""conv3x3-bn-relu"", ""op_node_1"": ""conv3x3-bn-relu"", ""op_node_2"": ""conv3x3-bn-relu"", ""op_node_3"": ""conv3x3-bn-relu"", ""op_node_4"": ""conv3x3-bn-relu""}",0.9390691916147867,True,best_evaluated_fallback,eval_records[1],legacy_best_visible_fallback,3,0,completed_scored,1c3f68999bd0dbc34d89890c4d929eba08bea4181a6208550f235c837e8fd2e7,6b09495845fa6c1dc324a82ba471bcfba59265aaa4912ff0acf8307239e84bed
042f8a0c883918035d147e0e,job_1ea3a23030d53af77c5c893d7188b54556e12895aa002510fcaea21f18b94bb1,2,2202,"{""edge_10"":0,""edge_0"":1,""op_node_3"":""conv3x3-bn-relu"",""edge_1"":1,""edge_6"":0,""edge_7"":1,""op_node_4"":""conv3x3-bn-relu"",""edge_12"":0,""edge_11"":1,""edge_5"":1,""edge_2"":0,""edge_3"":0,""edge_16"":1,""edge_9"":0,""op_node_1"":""conv3x3-bn-relu"",""edge_20"":1,""edge_13"":0,""op_node_0"":""conv3x3-bn-relu"",""edge_19"":1,""op_node_2"":""conv3x3-bn-relu"",""edge_15"":1,""edge_17"":0,""edge_14"":0,""edge_18"":0,""edge_4"":0,""edge_8"":0}","{""edge_0"": 1, ""edge_1"": 1, ""edge_10"": 1, ""edge_11"": 0, ""edge_12"": 0, ""edge_13"": 0, ""edge_14"": 1, ""edge_15"": 0, ""edge_16"": 0, ""edge_17"": 1, ""edge_18"": 1, ""edge_19"": 0, ""edge_2"": 1, ""edge_20"": 1, ""edge_3"": 1, ""edge_4"": 0, ""edge_5"": 0, ""edge_6"": 0, ""edge_7"": 0, ""edge_8"": 0, ""edge_9"": 0, ""op_node_0"": ""conv1x1-bn-relu"", ""op_node_1"": ""conv3x3-bn-relu"", ""op_node_2"": ""conv3x3-bn-relu"", ""op_node_3"": ""conv3x3-bn-relu"", ""op_node_4"": ""conv3x3-bn-relu""}",0.9373664458592733,True,best_evaluated_fallback,eval_records[0],legacy_best_visible_fallback,3,0,completed_scored,1c3f68999bd0dbc34d89890c4d929eba08bea4181a6208550f235c837e8fd2e7,6b09495845fa6c1dc324a82ba471bcfba59265aaa4912ff0acf8307239e84bed
042f8a0c883918035d147e0e,job_1ea3a23030d53af77c5c893d7188b54556e12895aa002510fcaea21f18b94bb1,3,2203,"{""edge_0"": 1, ""edge_1"": 1, ""edge_10"": 1, ""edge_11"": 0, ""edge_12"": 0, ""edge_13"": 0, ""edge_14"": 1, ""edge_15"": 0, ""edge_16"": 0, ""edge_17"": 1, ""edge_18"": 1, ""edge_19"": 0, ""edge_2"": 1, ""edge_20"": 1, ""edge_3"": 1, ""edge_4"": 0, ""edge_5"": 0, ""edge_6"": 0, ""edge_7"": 0, ""edge_8"": 0, ""edge_9"": 0, ""op_node_0"": ""conv3x3-bn-relu"", ""op_node_1"": ""conv3x3-bn-relu"", ""op_node_2"": ""conv3x3-bn-relu"", ""op_node_3"": ""conv3x3-bn-relu"", ""op_node_4"": ""conv3x3-bn-relu""}","{""edge_0"": 1, ""edge_1"": 1, ""edge_10"": 1, ""edge_11"": 0, ""edge_12"": 0, ""edge_13"": 0, ""edge_14"": 1, ""edge_15"": 0, ""edge_16"": 0, ""edge_17"": 1, ""edge_18"": 1, ""edge_19"": 0, ""edge_2"": 1, ""edge_20"": 1, ""edge_3"": 1, ""edge_4"": 0, ""edge_5"": 0, ""edge_6"": 0, ""edge_7"": 0, ""edge_8"": 0, ""edge_9"": 0, ""op_node_0"": ""conv3x3-bn-relu"", ""op_node_1"": ""conv3x3-bn-relu"", ""op_node_2"": ""conv3x3-bn-relu"", ""op_node_3"": ""conv3x3-bn-relu"", ""op_node_4"": ""conv3x3-bn-relu""}",0.940872073173523,True,matching_tool_call,eval_records[0],visible_configuration_match,3,0,completed_scored,1c3f68999bd0dbc34d89890c4d929eba08bea4181a6208550f235c837e8fd2e7,6b09495845fa6c1dc324a82ba471bcfba59265aaa4912ff0acf8307239e84bed
0528aa82238ccb6ab56e8172,job_8ade7b319723e6dce66f0b4a8aa4b430ed1e2e7654a0cd320a0384b4f9d6f345,0,2200,"{""op_node_1"":""conv3x3-bn-relu"",""edge_7"":0,""edge_3"":16,""op_node_0"":""conv3x3-bn-relu"",""edge_8"":5,""op_node_3"":""conv1x1-bn-relu"",""op_node_2"":""conv3x3-bn-relu"",""edge_5"":7,""edge_0"":20,""edge_2"":18,""op_node_4"":""conv3x3-bn-relu"",""edge_4"":12,""edge_1"":19,""edge_6"":6}","{""edge_0"": 20, ""edge_1"": 19, ""edge_2"": 17, ""edge_3"": 13, ""edge_4"": 12, ""edge_5"": 7, ""edge_6"": 6, ""edge_7"": 0, ""edge_8"": 5, ""op_node_0"": ""conv3x3-bn-relu"", ""op_node_1"": ""conv3x3-bn-relu"", ""op_node_2"": ""conv1x1-bn-relu"", ""op_node_3"": ""conv3x3-bn-relu"", ""op_node_4"": ""conv3x3-bn-relu""}",0.9423410892486572,True,best_evaluated_fallback,eval_records[5],legacy_best_visible_fallback,8,0,completed_scored,0fce39746481e4cc16de55078cfa0087d82db82e3e1ed57a3d695bd28fd979bb,6b09495845fa6c1dc324a82ba471bcfba59265aaa4912ff0acf8307239e84bed
0528aa82238ccb6ab56e8172,job_8ade7b319723e6dce66f0b4a8aa4b430ed1e2e7654a0cd320a0384b4f9d6f345,1,2201,"{""edge_5"":7,""edge_2"":18,""op_node_2"":""conv3x3-bn-relu"",""op_node_1"":""conv3x3-bn-relu"",""edge_3"":16,""op_node_0"":""conv3x3-bn-relu"",""op_node_4"":""conv3x3-bn-relu"",""edge_8"":5,""edge_6"":6,""edge_7"":0,""edge_1"":19,""edge_0"":20,""op_node_3"":""conv1x1-bn-relu"",""edge_4"":12}","{""edge_0"": 20, ""edge_1"": 19, ""edge_2"": 17, ""edge_3"": 13, ""edge_4"": 12, ""edge_5"": 7, ""edge_6"": 6, ""edge_7"": 0, ""edge_8"": 5, ""op_node_0"": ""conv3x3-bn-relu"", ""op_node_1"": ""conv3x3-bn-relu"", ""op_node_2"": ""conv1x1-bn-relu"", ""op_node_3"": ""conv3x3-bn-relu"", ""op_node_4"": ""conv3x3-bn-relu""}",0.9423410892486572,True,best_evaluated_fallback,eval_records[5],legacy_best_visible_fallback,9,0,completed_scored,0fce39746481e4cc16de55078cfa0087d82db82e3e1ed57a3d695bd28fd979bb,6b09495845fa6c1dc324a82ba471bcfba59265aaa4912ff0acf8307239e84bed
0528aa82238ccb6ab56e8172,job_8ade7b319723e6dce66f0b4a8aa4b430ed1e2e7654a0cd320a0384b4f9d6f345,2,2202,"{""edge_0"": 20, ""edge_1"": 19, ""edge_2"": 17, ""edge_3"": 13, ""edge_4"": 12, ""edge_5"": 7, ""edge_6"": 6, ""edge_7"": 0, ""edge_8"": 5, ""op_node_0"": ""conv3x3-bn-relu"", ""op_node_1"": ""conv3x3-bn-relu"", ""op_node_2"": ""conv1x1-bn-relu"", ""op_node_3"": ""conv3x3-bn-relu"", ""op_node_4"": ""conv3x3-bn-relu""}","{""edge_0"": 20, ""edge_1"": 19, ""edge_2"": 17, ""edge_3"": 13, ""edge_4"": 12, ""edge_5"": 7, ""edge_6"": 6, ""edge_7"": 0, ""edge_8"": 5, ""op_node_0"": ""conv3x3-bn-relu"", ""op_node_1"": ""conv3x3-bn-relu"", ""op_node_2"": ""conv1x1-bn-relu"", ""op_node_3"": ""conv3x3-bn-relu"", ""op_node_4"": ""conv3x3-bn-relu""}",0.9450453917185465,True,matching_tool_call,eval_records[7],visible_configuration_match,9,0,completed_scored,0fce39746481e4cc16de55078cfa0087d82db82e3e1ed57a3d695bd28fd979bb,6b09495845fa6c1dc324a82ba471bcfba59265aaa4912ff0acf8307239e84bed
0528aa82238ccb6ab56e8172,job_8ade7b319723e6dce66f0b4a8aa4b430ed1e2e7654a0cd320a0384b4f9d6f345,3,2203,"{""edge_0"": 20, ""edge_1"": 19, ""edge_2"": 17, ""edge_3"": 13, ""edge_4"": 12, ""edge_5"": 7, ""edge_6"": 6, ""edge_7"": 0, ""edge_8"": 5, ""op_node_0"": ""conv3x3-bn-relu"", ""op_node_1"": ""conv3x3-bn-relu"", ""op_node_2"": ""conv1x1-bn-relu"", ""op_node_3"": ""conv3x3-bn-relu"", ""op_node_4"": ""conv3x3-bn-relu""}","{""edge_0"": 20, ""edge_1"": 19, ""edge_2"": 17, ""edge_3"": 13, ""edge_4"": 12, ""edge_5"": 7, ""edge_6"": 6, ""edge_7"": 0, ""edge_8"": 5, ""op_node_0"": ""conv3x3-bn-relu"", ""op_node_1"": ""conv3x3-bn-relu"", ""op_node_2"": ""conv1x1-bn-relu"", ""op_node_3"": ""conv3x3-bn-relu"", ""op_node_4"": ""conv3x3-bn-relu""}",0.9450453917185465,True,matching_tool_call,eval_records[6],visible_configuration_match,8,0,completed_scored,0fce39746481e4cc16de55078cfa0087d82db82e3e1ed57a3d695bd28fd979bb,6b09495845fa6c1dc324a82ba471bcfba59265aaa4912ff0acf8307239e84bed
07ee7c56cee1e84ee2c6fda1,job_0cbc91f233dccff200689d9cb2998a83df672091459e47b9415f1a8a57f30cf7,0,2208,"{""edge_17"":0,""edge_12"":0,""edge_8"":0,""op_node_0"":""conv3x3-bn-relu"",""edge_3"":0,""edge_5"":0,""edge_15"":0,""op_node_3"":""conv3x3-bn-relu"",""edge_7"":0,""edge_6"":1,""op_node_2"":""conv3x3-bn-relu"",""op_node_1"":""conv3x3-bn-relu"",""edge_20"":1,""edge_13"":0,""edge_2"":0,""edge_1"":0,""edge_18"":0,""edge_19"":0,""edge_10"":0,""edge_14"":0,""edge_16"":0,""op_node_4"":""conv3x3-bn-relu"",""edge_0"":1,""edge_11"":0,""edge_9"":0,""edge_4"":0}","{""edge_0"": 1, ""edge_1"": 1, ""edge_10"": 1, ""edge_11"": 0, ""edge_12"": 0, ""edge_13"": 1, ""edge_14"": 0, ""edge_15"": 1, ""edge_16"": 0, ""edge_17"": 0, ""edge_18"": 0, ""edge_19"": 1, ""edge_2"": 1, ""edge_20"": 1, ""edge_3"": 0, ""edge_4"": 0, ""edge_5"": 1, ""edge_6"": 0, ""edge_7"": 0, ""edge_8"": 0, ""edge_9"": 0, ""op_node_0"": ""conv3x3-bn-relu"", ""op_node_1"": ""conv3x3-bn-relu"", ""op_node_2"": ""conv3x3-bn-relu"", ""op_node_3"": ""conv3x3-bn-relu"", ""op_node_4"": ""conv3x3-bn-relu""}",0.0,True,best_evaluated_fallback,eval_records[0],legacy_best_visible_fallback,3,0,completed_scored,ff901fe4a5ed00d173fb74a739883c03502dcf9dd9599bc2f8eb7c1a1dd4f11c,6b09495845fa6c1dc324a82ba471bcfba59265aaa4912ff0acf8307239e84bed
07ee7c56cee1e84ee2c6fda1,job_0cbc91f233dccff200689d9cb2998a83df672091459e47b9415f1a8a57f30cf7,1,2209,"{""edge_7"":1,""op_node_1"":""conv3x3-bn-relu"",""edge_16"":1,""edge_0"":1,""op_node_4"":""conv3x3-bn-relu"",""edge_17"":0,""edge_3"":0,""edge_19"":1,""edge_14"":0,""edge_18"":0,""edge_1"":1,""edge_15"":0,""edge_4"":0,""edge_10"":0,""edge_20"":1,""edge_11"":0,""edge_9"":0,""edge_8"":0,""edge_12"":1,""op_node_0"":""conv3x3-bn-relu"",""op_node_2"":""conv3x3-bn-relu"",""edge_13"":0,""edge_6"":1,""edge_5"":1,""edge_2"":0,""op_node_3"":""conv3x3-bn-relu""}","{""edge_0"": 1, ""edge_1"": 1, ""edge_10"": 1, ""edge_11"": 0, ""edge_12"": 0, ""edge_13"": 1, ""edge_14"": 0, ""edge_15"": 1, ""edge_16"": 0, ""edge_17"": 0, ""edge_18"": 0, ""edge_19"": 1, ""edge_2"": 1, ""edge_20"": 1, ""edge_3"": 0, ""edge_4"": 0, ""edge_5"": 1, ""edge_6"": 0, ""edge_7"": 0, ""edge_8"": 0, ""edge_9"": 0, ""op_node_0"": ""conv3x3-bn-relu"", ""op_node_1"": ""conv3x3-bn-relu"", ""op_node_2"": ""conv3x3-bn-relu"", ""op_node_3"": ""conv3x3-bn-relu"", ""op_node_4"": ""conv3x3-bn-relu""}",0.9377003312110901,True,best_evaluated_fallback,eval_records[0],legacy_best_visible_fallback,3,0,completed_scored,ff901fe4a5ed00d173fb74a739883c03502dcf9dd9599bc2f8eb7c1a1dd4f11c,6b09495845fa6c1dc324a82ba471bcfba59265aaa4912ff0acf8307239e84bed
